,lat,lon,ref
319,70,130,2.551
320,70,137,4.2347
321,70,139,3.6735
322,70,140,2.8827
323,70,143,2.1853116
324,71,23,2.7472
325,71,24,1.5492184
326,71,31,1.3142322
327,71,32,3.0347
328,71,36,1.4658262
329,71,37,1.310908
330,71,40,0.99452776
331,71,47,1.1309261
332,71,51,1.0883037
333,71,56,1.3302065
334,71,57,1.9425638
335,71,58,1.4080037
336,71,59,1.0916407
337,71,60,0.6355936
338,71,61,0.608572
339,71,84,1.9425638
340,71,85,1.0795492
341,71,86,0.81306076
342,71,87,1.9363512
343,71,88,0.9368788
344,71,89,1.3296947
345,71,90,1.5876185
346,71,92,1.2033713
347,71,93,1.2125462
348,71,94,1.1427236
349,71,95,1.3504229
350,71,97,1.5860966
351,71,98,0.78057796
352,71,99,1.0946987
353,71,100,0.92633176
354,71,101,2.545306
355,71,102,2.2935622
356,71,103,1.4758245
357,71,104,1.4883199
358,71,107,1.8796622
359,71,109,1.8065884
360,71,125,1.6071
361,71,139,2.7472
362,71,144,1.8945316
363,71,145,3.2143
364,72,24,2.7472
365,72,30,1.3134
366,72,33,0.8634008
367,72,37,0.8562546
368,72,39,1.4130707
369,72,47,1.0441749
370,72,51,0.5647511
371,72,54,1.3129871
372,72,55,0.76789486
373,72,56,0.64916474
374,72,57,2.7472
375,72,58,0.65326566
376,72,59,1.3754363
377,72,61,1.3183244
378,72,85,2.7472
379,72,86,0.8593107
380,72,87,0.8969039
381,72,88,1.0024245
382,72,89,2.0948493
383,72,94,1.6875259
384,72,95,1.6123888
385,72,96,0.9281522
386,72,97,1.4391322
387,72,98,1.2320094
388,72,99,1.3714052
389,72,100,2.7472
390,72,101,2.5131888
391,72,102,1.4284562
392,72,103,1.4573098
393,72,104,1.2794672
394,72,105,1.2416159
395,72,114,1.1464796
396,72,117,1.9425638
397,72,119,1.2080654
398,72,121,2.9337
399,72,128,3.0612
400,72,130,2.1138155
401,72,131,1.8367
402,72,145,3.3673
403,73,29,0.8823044
404,73,30,1.0383538
405,73,33,1.0086389
406,73,38,0.9579272
407,73,39,1.0138859
408,73,41,2.7472
409,73,51,1.2953048
410,73,52,0.75545156
411,73,54,2.7472
412,73,57,0.6881406
413,73,58,0.7950865
414,73,59,1.4377681
415,73,86,2.7472
416,73,87,0.76432866
417,73,88,0.887803
418,73,94,1.2247545
419,73,96,1.7141203
420,73,97,0.86303014
421,73,98,2.4494414
422,73,99,2.1141684
423,73,100,1.8831795
424,73,103,0.7747829
425,73,104,1.4900365
426,73,105,2.1238768
427,73,106,1.6646656
428,73,107,1.1140174
429,73,108,1.1854804
430,73,109,0.7603231
431,73,110,0.9905992
432,73,118,1.0023326
433,73,120,1.0645142
434,73,129,2.4745
435,73,131,4.0816
436,73,132,2.6070776
437,73,134,3.852
438,73,152,2.7806
439,74,22,2.7472
440,74,28,1.4524653
441,74,29,1.0128
442,74,32,1.0932487
443,74,53,1.295823
444,74,54,2.7472
445,74,58,0.90915287
446,74,67,1.5601542
447,74,86,1.39824
448,74,87,1.0885934
449,74,88,1.3504658
450,74,92,1.4589057
451,74,93,1.9425638
452,74,94,1.8572229
453,74,95,1.3107392
454,74,96,1.2501405
455,74,97,1.2545158
456,74,98,1.9281955
457,74,101,0.9520409
458,74,102,0.5691209
459,74,103,0.5699432
460,74,104,2.7041
461,74,105,1.2032555
462,74,109,2.7472
463,74,124,1.0944511
464,74,128,3.3929
465,74,131,3.801
466,74,132,1.2976688
467,74,136,2.6531
468,74,155,4.0306
469,75,15,1.5860966
470,75,24,1.5860966
471,75,25,1.5860966
472,75,28,1.4549203
473,75,36,1.492671
474,75,39,1.5688733
475,75,55,0.81816864
476,75,67,3.6735
477,75,89,1.3327149
478,75,92,1.1328961
479,75,94,0.98805445
480,75,96,2.0756261
481,75,101,1.8417417
482,75,102,0.69964874
483,75,103,1.563395
484,75,104,1.0415
485,75,105,0.91926223
486,75,106,1.0344037
487,75,107,1.0945832
488,75,108,1.8658282
489,75,109,1.8389801
490,75,124,1.4796
491,75,126,1.7616338
492,75,128,1.6039454
493,75,129,1.5947113
494,75,133,1.8284411
495,75,134,3.852
496,75,135,1.8573848
497,75,141,2.2704
498,75,154,2.6078007
499,76,8,1.5860966
500,76,13,1.2892
501,76,14,1.121247
502,76,17,0.7309027
503,76,25,1.1426588
504,76,28,0.1803
505,76,30,1.301478
506,76,34,1.5200456
507,76,39,1.267191
508,76,86,0.9555519
509,76,93,1.617751
510,76,94,1.9425638
511,76,95,1.6052214
512,76,96,1.3524488
513,76,97,1.059503
514,76,98,1.3485788
515,76,99,1.5760082
516,76,100,2.7472
517,76,101,1.233822
518,76,103,0.95936024
519,76,105,1.9544082
520,76,106,0.91999054
521,76,107,1.1730691
522,76,108,1.416944
523,76,111,1.7298371
524,76,122,1.4738399
525,76,150,2.9082
526,76,151,3.6735
527,76,154,4.1327
528,77,6,1.5860966
529,77,14,0.93498945
530,77,16,1.5860966
531,77,17,1.1950727
532,77,20,1.2213861
533,77,22,1.1302129
534,77,25,1.5860966
535,77,26,0.6696475
536,77,34,1.132151
537,77,71,1.5816
538,77,79,1.1578077
539,77,80,1.7187716
540,77,95,1.2237041
541,77,97,2.3656402
542,77,99,2.7472
543,77,103,1.3420333
544,77,104,1.1909592
545,77,105,1.06336
546,77,106,0.96232766
547,77,107,2.7472
548,77,111,2.602
549,77,122,1.165146
550,77,129,3.3673
551,77,150,4.4388
552,77,160,3.4439
553,78,9,0.8671627
554,78,11,0.8121853
555,78,12,0.5541908
556,78,13,0.7053343
557,78,14,1.0990334
558,78,15,1.0383855
559,78,16,0.9448125
560,78,18,0.7187003
561,78,23,0.93663746
562,78,56,1.0377165
563,78,64,2.7472
564,78,100,1.8177005
565,78,102,1.0435821
566,78,104,1.1411716
567,78,105,1.4724244
568,78,106,2.7472
569,78,108,2.7472
570,78,116,1.9888202
571,78,123,4.3112
572,78,124,1.3429565
573,78,125,3.9286
574,78,129,3.5459
575,78,133,2.4235
576,79,9,1.1652875
577,79,11,1.1003418
578,79,16,1.1178529
579,79,17,1.1132191
580,79,20,0.96018696
581,79,23,0.56942654
582,79,96,1.4252852
583,79,98,1.6842641
584,79,99,1.5787781
585,79,100,1.1215397
586,79,101,1.4030998
587,79,103,1.1640763
588,79,104,1.542628
589,79,106,2.7472
590,79,107,2.8209884
591,79,123,4.6173
592,79,125,1.6234466
593,79,132,3.0612
594,79,133,2.201876
595,79,164,2.3214
596,80,28,2.7472
597,80,55,1.6279719
598,80,76,2.7041
599,80,77,1.9363512
600,80,78,2.0660849
601,80,103,1.5860966
602,80,104,1.2297481
603,80,105,1.514592
604,80,123,2.2194
605,80,131,2.1939
606,80,139,2.449
607,80,158,4.8214
608,80,168,4.6939
609,81,42,0.9226845
610,81,47,2.7472
611,82,99,2.7472
612,84,97,2.7472
613,85,99,2.7472
