lat, lon, map_anm_mean, map_se_mean, map_tstat,map_sig, map_sig_val,map_npts,p
49,23,68.3443,102.2312,0.6685,0,0,3,0.006227057
51,23,117.1453,63.7267,1.8382,0,0,6,0.009989024
53,23,114.4135,105.6962,1.0825,0,0,2,0.00602293
55,23,130.7225,121.4756,1.0761,0,0,2,0.005240603
59,23,118.679,67.759,1.7515,0,0,5,0.009394672
61,23,52.4337,90.9284,0.5766,0,0,3,0.007001048
63,23,-35.4274,64.6767,-0.5478,0,0,5,0.009842324
69,23,44.9273,74.8479,0.6002,0,0,3,0.008505007
-31,25,-73.6667,18.2597,-4.0344,-1,-73.6667,3,0.034829951
-27,25,446.5,26.1853,17.0516,1,446.5,2,0.024300297
41,25,207.4135,99.9608,2.0749,1,207.4135,2,0.006368482
43,25,183.023,160.3218,1.1416,0,0,3,0.003970836
47,25,-10.4185,136.1452,-0.0765,0,0,4,0.004675951
49,25,122.4748,75.6354,1.6193,0,0,5,0.008416465
51,25,141.9443,49.1375,2.8887,1,141.9443,11,0.012954096
53,25,-54.4,178.648,-0.3045,0,0,1,0.003563505
55,25,96.2695,108.0369,0.8911,0,0,2,0.005892446
59,25,112.8736,35.9465,3.14,1,112.8736,18,0.017705635
61,25,135.3882,42.1315,3.2135,1,135.3882,12,0.015107467
67,25,3.1324,53.7497,0.0583,0,0,8,0.011842789
-11,27,412.3,291.25,1.4156,0,0,1,0.00218581
19,27,604.7667,76.897,7.8646,1,604.7667,6,0.008278397
43,27,188.796,85.6701,2.2038,1,188.796,3,0.007430724
45,27,147.2643,119.1188,1.2363,0,0,3,0.005344285
51,27,79.3,119.0253,0.6662,0,0,2,0.005348483
53,27,-3.1,117.7476,-0.0263,0,0,2,0.005406518
55,27,104.6,169.6429,0.6166,0,0,1,0.003752662
57,27,93.1683,57.1596,1.63,0,0,9,0.011136447
59,27,128.5608,34.6668,3.7085,1,128.5608,17,0.01835887
61,27,-35.333,71.7142,-0.4927,0,0,4,0.008876603
63,27,-25.5046,43.9813,-0.5799,0,0,9,0.014472289
65,27,44.797,80.9356,0.5535,0,0,3,0.007865357
69,27,-2.1446,60.4097,-0.0355,0,0,5,0.010537408
-29,29,-169.3667,56.4103,-3.0024,-1,-169.3667,3,0.011284342
-25,29,67.1364,20.8411,3.2213,1,67.1364,11,0.030522952
-5,29,166.3835,25.7029,6.4733,1,166.3835,15,0.024755917
-3,29,84.6506,21.4215,3.9517,1,84.6506,52,0.02969717
-1,29,261.5,125.7275,2.0799,1,261.5,3,0.005063382
1,29,-226.55,202.6024,-1.1182,0,0,2,0.003142187
21,29,177.1667,27.4198,6.4613,1,177.1667,3,0.023207235
37,29,112.581,148.385,0.7587,0,0,1,0.004290259
43,29,252.9483,78.3201,3.2297,1,252.9483,3,0.008127992
49,29,-32.049,107.4266,-0.2983,0,0,2,0.00592592
51,29,82.6667,93.5101,0.884,0,0,3,0.006807773
53,29,145.75,123.0594,1.1844,0,0,2,0.005173158
55,29,172.45,133.1355,1.2953,0,0,2,0.004781653
57,29,104.4623,92.1101,1.1341,0,0,3,0.006911237
59,29,110.4,155.2041,0.7113,0,0,1,0.004101766
61,29,-61.475,53.1175,-1.1573,0,0,6,0.011983707
65,29,3.7173,89.7021,0.0414,0,0,3,0.00709675
67,29,81.0363,64.2334,1.2616,0,0,4,0.009910239
69,29,-21.4463,85.0575,-0.2521,0,0,3,0.007484236
71,29,19.2936,68.7708,0.2805,0,0,5,0.009256471
-23,31,-33.7,59.3607,-0.5677,0,0,3,0.010723586
-9,31,120.5528,50.8337,2.3715,1,120.5528,5,0.012521962
-3,31,141.9771,44.2944,3.2053,1,141.9771,10,0.014370025
1,31,378.8022,28.0699,13.495,1,378.8022,4,0.022670214
37,31,-109.248,148.385,-0.7362,0,0,1,0.004290259
49,31,56.307,81.4929,0.6909,0,0,3,0.007811574
55,31,111.2895,79.9635,1.3918,0,0,4,0.007960965
57,31,87.1,167.7296,0.5193,0,0,1,0.003795467
59,31,72.6316,71.3941,1.0173,0,0,5,0.008916397
61,31,87.1647,48.5977,1.7936,0,0,9,0.013097944
63,31,54.253,134.1131,0.4045,0,0,2,0.004746799
65,31,47.2325,56.6448,0.8338,0,0,6,0.011237636
67,31,71.2,77.6188,0.9173,0,0,3,0.008201422
71,31,36.3963,77.751,0.4681,0,0,3,0.008187479
-29,33,62.6,48.7262,1.2847,0,0,3,0.013063412
-9,33,-76.0742,27.083,-2.8089,-1,-76.0742,8,0.023495576
1,33,51,72.5255,0.7032,0,0,1,0.008777319
47,33,155,82.7806,1.8724,0,0,1,0.007690072
57,33,194.7,117.8571,1.652,0,0,1,0.005401495
61,33,210.9909,61.017,3.4579,1,210.9909,7,0.010432548
63,33,85.7333,96.2527,0.8907,0,0,3,0.006613808
65,33,73.26,68.3674,1.0716,0,0,5,0.009311081
1,35,-210.5883,21.402,-9.8396,-1,-210.5883,20,0.029724189
51,35,33.6,54.5278,0.6162,0,0,4,0.011673833
53,35,44.6423,85.7838,0.5204,0,0,3,0.007420876
57,35,99.7297,55.6645,1.7916,0,0,6,0.011435498
61,35,89.493,65.0457,1.3758,0,0,5,0.009786498
63,35,77.3807,60.0935,1.2877,0,0,6,0.010592843
69,35,44.55,106.5399,0.4182,0,0,2,0.005975236
-1,37,-526.3435,37.4308,-14.0618,-1,-526.3435,6,0.017003868
1,37,8.247,23.422,0.3521,0,0,10,0.027163922
35,37,204.353,148.385,1.3772,0,0,1,0.004290259
49,37,104.4,124.1837,0.8407,0,0,1,0.005126325
57,37,138.7472,67.5006,2.0555,1,138.7472,5,0.00943063
61,37,97.7,156.6837,0.6235,0,0,1,0.004063034
63,37,70.875,71.3481,0.9934,0,0,4,0.008922145
7,39,-292.7241,16.483,-17.7592,-1,-292.7241,14,0.038575528
53,39,10.4,145.6122,0.0714,0,0,1,0.004371953
57,39,118.7436,46.3866,2.5599,1,118.7436,9,0.013722092
61,39,40.75,147.4821,0.2763,0,0,2,0.004316524
43,41,104.0941,26.9506,3.8624,1,104.0941,34,0.023610897
57,41,79.2167,61.7553,1.2828,0,0,6,0.010307846
41,43,351.25,31.8528,11.0273,1,351.25,20,0.019979743
43,43,159.75,61.3337,2.6046,1,159.75,4,0.010378689
63,43,56.294,81.5414,0.6904,0,0,3,0.007806928
65,43,72.1,81.5306,0.8843,0,0,1,0.007807962
41,45,-1.8231,31.8185,-0.0573,0,0,13,0.020001266
-19,47,-374.8,56.9548,-6.5807,-1,-374.8,9,0.011176483
35,47,108.0115,83.6611,1.2911,0,0,2,0.007609145
41,47,-80,246.4286,-0.3246,0,0,1,0.00258337
47,47,74.2,53.852,1.3779,0,0,1,0.011820297
-19,49,-231.7667,99.3993,-2.3317,-1,-231.7667,3,0.006404455
55,49,-45.7423,81.174,-0.5635,0,0,3,0.007842259
67,53,66.3953,68.6719,0.9668,0,0,3,0.0092698
57,57,100.9565,73.6126,1.3715,0,0,4,0.008647713
55,59,223.7952,105.3048,2.1252,1,223.7952,4,0.006045315
47,61,-4.7917,54.4927,-0.0879,0,0,3,0.01168135
57,61,62.314,55.2541,1.1278,0,0,4,0.011520417
55,63,119.3,93.5969,1.2746,0,0,1,0.00680146
63,65,58.9044,55.0885,1.0693,0,0,5,0.011555041
65,65,89.4647,72.3866,1.2359,0,0,3,0.008794159
67,67,66.9,167.4235,0.3996,0,0,1,0.003802406
69,67,214.7,92.0408,2.3327,1,214.7,1,0.006916441
71,67,128.6,115.7653,1.1109,0,0,1,0.005499091
59,69,21.3217,61.7917,0.3451,0,0,6,0.010301775
61,69,50.2,133.699,0.3755,0,0,1,0.004761501
67,69,-10.2917,82.2717,-0.1251,0,0,3,0.007737635
53,71,65.4,105.3038,0.6211,0,0,2,0.006045372
67,71,34.55,108.3472,0.3189,0,0,2,0.005875571
69,71,187.375,43.2746,4.3299,1,187.375,4,0.014708547
61,73,67.517,57.3289,1.1777,0,0,5,0.011103566
41,75,89.2,51.698,1.7254,0,0,2,0.01231267
49,75,132.8,51.1384,2.5969,1,132.8,2,0.012447371
55,77,226.2,76.8189,2.9446,1,226.2,2,0.008286812
59,77,784.75,104.0184,7.5443,1,784.75,2,0.006120073
61,77,95.1167,56.9532,1.6701,0,0,6,0.011176797
33,79,369.2,36.9388,9.9949,1,369.2,1,0.017230238
37,79,440.1,329.2857,1.3365,0,0,1,0.00193333
57,79,330.5,168.1815,1.9651,0,0,2,0.003785269
61,79,71.7167,40.3986,1.7752,0,0,6,0.015755244
65,79,354.2,143.7113,2.4647,1,354.2,2,0.00442978
67,79,19.3,76.8138,0.2513,0,0,2,0.008287363
33,81,314.6,96.5306,3.2591,1,314.6,1,0.006594769
35,81,132.4,154.9235,0.8546,0,0,1,0.004109195
37,81,-125.7,82.1429,-1.5303,0,0,1,0.007749767
51,81,104.65,50.689,2.0646,1,104.65,2,0.012557699
55,81,122.7667,45.0363,2.726,1,122.7667,6,0.014133381
43,83,92.5,128.6225,0.7192,0,0,1,0.004949421
45,83,107.8,132.551,0.8133,0,0,1,0.004802738
55,83,76.5,122.847,0.6227,0,0,2,0.005182102
57,83,77.95,102.0102,0.7641,0,0,2,0.006240546
59,83,269.25,289.1739,0.9311,0,0,2,0.002201503
71,83,140.8,58.422,2.41,1,140.8,2,0.010895854
29,85,405.2,263.2143,1.5394,0,0,1,0.002418625
31,85,122.15,78.0768,1.5645,0,0,2,0.008153318
45,85,1005.5,991.9898,1.0136,0,0,1,0.00064176
57,85,113.475,69.123,1.6416,0,0,4,0.009209313
59,85,-49.05,69.1666,-0.7092,0,0,6,0.009203509
69,85,204.55,70.4041,2.9054,1,204.55,2,0.00904176
43,87,88.1,55.2947,1.5933,0,0,2,0.01151196
47,87,73.3,185.6633,0.3948,0,0,1,0.003428861
49,87,85.6,96.0513,0.8912,0,0,2,0.006627675
61,87,106.5,57.1043,1.865,0,0,6,0.011147229
67,87,72.3,83.8144,0.8626,0,0,2,0.007595229
69,87,62.35,53.1217,1.1737,0,0,4,0.01198276
31,89,56.8,81.8878,0.6936,0,0,1,0.007773907
37,89,474,269.4898,1.7589,0,0,1,0.002362304
49,89,129.1222,26.566,4.8604,1,129.1222,9,0.023952396
57,89,84.5,79.8421,1.0583,0,0,2,0.007973068
61,89,102.65,97.4728,1.0531,0,0,2,0.006531026
41,91,293.3,154.2092,1.902,0,0,1,0.004128229
49,91,123.95,32.9221,3.7649,1,123.95,4,0.019331212
61,91,51.35,135.4416,0.3791,0,0,4,0.004700241
35,93,231.2,95.4592,2.422,1,231.2,1,0.006668781
59,93,29.85,42.9785,0.6945,0,0,2,0.014809845
51,95,-5.8,71.3294,-0.0813,0,0,2,0.008924484
39,97,906.7,405.5612,2.2357,1,906.7,1,0.001569722
27,99,325.5,113.4694,2.8686,1,325.5,1,0.005610352
37,99,336.5,36.301,9.2697,1,336.5,1,0.017532818
49,99,34.6889,27.106,1.2797,0,0,9,0.023475658
51,99,47,60.2881,0.7796,0,0,2,0.010558657
53,99,0,148.385,0,0,0,1,0.004290259
71,99,80.8,84.2345,0.9592,0,0,2,0.007557353
23,101,67.8,142.8827,0.4745,0,0,1,0.004455469
25,101,313.8,297.2194,1.0558,0,0,1,0.002141911
27,101,182.6,0,0,0,0,1,0
33,101,248.95,80.1632,3.1055,1,248.95,2,0.007941134
47,101,-58.15,50.1315,-1.1599,0,0,2,0.012697313
51,101,54.4,90.1128,0.6037,0,0,2,0.007064409
27,103,-202.3,18.1633,-11.1378,-1,-202.3,1,0.035014436
33,103,79.75,125.9492,0.6332,0,0,2,0.00505447
49,103,102.475,67.9075,1.509,0,0,4,0.00937413
61,103,542.3,315.5616,1.7185,0,0,2,0.002017412
35,105,453.9,318.4505,1.4253,0,0,2,0.00199911
35,107,543.9,535.6888,1.0153,0,0,1,0.001188412
39,107,120,81.9898,1.4636,0,0,1,0.007764237
51,107,92.95,47.8538,1.9424,0,0,4,0.013301496
25,109,166.9,190.9949,0.8738,0,0,1,0.003333146
35,109,-61.8167,55.6638,-1.1105,0,0,6,0.011435642
37,109,375.3,218.699,1.7161,0,0,2,0.00291092
39,109,193.6,587.1938,0.3297,0,0,1,0.001084172
53,109,212.45,57.1188,3.7194,1,212.45,4,0.0111444
21,111,528.95,208.6308,2.5353,1,528.95,2,0.003051395
25,111,916.9,419.7704,2.1843,1,916.9,1,0.001516588
31,111,464.9,283.7245,1.6386,0,0,1,0.002243786
41,111,371.7,70.5102,5.2716,1,371.7,1,0.009028156
53,111,37.4,99.7457,0.375,0,0,2,0.006382214
55,111,166.25,45.9468,3.6183,1,166.25,2,0.013853397
21,113,-11.4,93.4184,-0.122,0,0,1,0.006814455
23,113,93.8,73.0536,1.284,0,0,3,0.008713876
31,113,319.45,91.0365,3.509,1,319.45,2,0.006992736
41,113,187.6384,41.7437,4.495,1,187.6384,13,0.015247763
41,115,90.8,84.4478,1.0752,0,0,3,0.007538266
23,117,277.8333,117.2336,2.3699,1,277.8333,3,0.005430221
39,117,2766.6003,1124.5527,2.4602,1,2766.6003,3,0.000566109
43,117,167.2,107.5398,1.5548,0,0,2,0.005919682
49,117,455.6,207.0408,2.2005,1,455.6,1,0.003074828
31,119,-29.8,55.1569,-0.5403,0,0,3,0.011540714
33,119,172.5333,79.686,2.1652,1,172.5333,3,0.007988685
39,119,136.6667,78.9543,1.731,0,0,3,0.008062711
41,119,-320.2,67.1684,-4.7671,-1,-320.2,1,0.009477265
49,119,-130.1,34.949,-3.7226,-1,-130.1,1,0.018210711
23,121,128.6667,76.7472,1.6765,0,0,3,0.008294553
31,121,159.3429,43.7547,3.6417,1,159.3429,7,0.014547214
37,121,3150.3501,396.7791,7.9398,1,3150.3501,2,0.001604466
39,121,556.6,587.9847,0.9466,0,0,1,0.001082714
63,121,161.8,65.3617,2.4755,1,161.8,2,0.009739191
65,121,766.85,41.4744,18.4897,1,766.85,2,0.015346731
45,123,64.4,93.4118,0.6894,0,0,3,0.006814936
47,123,77.1,206.0204,0.3742,0,0,1,0.003090057
63,123,114.35,76.8381,1.4882,0,0,2,0.008284742
43,125,236.8,128.021,1.8497,0,0,3,0.004972675
57,125,381.5,184.7638,2.0648,1,381.5,2,0.003445553
43,127,-244.3,13.2908,-18.3811,-1,-244.3,1,0.047809201
49,129,13.3,67.7041,0.1964,0,0,1,0.009402289
61,129,135.05,55.2609,2.4439,1,135.05,4,0.011519
63,129,79.15,72.4315,1.0928,0,0,2,0.008788708
59,131,64.65,69.0175,0.9367,0,0,2,0.009223389
47,133,243.5,189.0561,1.288,0,0,1,0.003367328
49,133,303.1,84.8725,3.5712,1,303.1,1,0.007500549
35,135,3,104.924,0.0286,0,0,2,0.006067253
49,135,-292.1,26.8112,-10.8947,-1,-292.1,1,0.023733545
71,137,146.5,60.2436,2.4318,1,146.5,2,0.010566455
65,141,120.35,53.1779,2.2632,1,120.35,2,0.011970099
69,149,42.95,52.4788,0.8184,0,0,2,0.012129522
71,157,938.3,118.4435,7.9219,1,938.3,2,0.005374754
