lat, lon, gdd5_anm_mean, gdd5_se_mean, gdd5_tstat,gdd5_sig, gdd5_sig_val,gdd5_npts
   63.000000,    13.000000,       238.0505,        96.3303,         2.4712,         1.0000,       238.0505,     4
   69.000000,    13.000000,       176.6030,       143.2835,         1.2325,         0.0000,         0.0000,     2
   -5.000000,    15.000000,      -479.7000,       818.1122,        -0.5863,         0.0000,         0.0000,     1
   -3.000000,    15.000000,       -16.2000,       730.2551,        -0.0222,         0.0000,         0.0000,     1
   41.000000,    15.000000,      -838.1000,       443.7500,        -1.8887,         0.0000,         0.0000,     1
   45.000000,    15.000000,       178.8965,       227.4743,         0.7864,         0.0000,         0.0000,     2
   47.000000,    15.000000,       411.2000,       185.8163,         2.2129,         1.0000,       411.2000,     1
   49.000000,    15.000000,       278.4362,        89.2425,         3.1200,         1.0000,       278.4362,     7
   55.000000,    15.000000,      -139.2187,       157.1523,        -0.8859,         0.0000,         0.0000,     3
   57.000000,    15.000000,       433.5190,        94.9681,         4.5649,         1.0000,       433.5190,    10
   59.000000,    15.000000,       618.9786,       121.2578,         5.1047,         1.0000,       618.9786,     4
   63.000000,    15.000000,       278.0196,        64.4433,         4.3142,         1.0000,       278.0196,    10
   65.000000,    15.000000,       410.5730,       149.0739,         2.7542,         1.0000,       410.5730,     2
   79.000000,    15.000000,      -114.5700,       259.8421,        -0.4409,         0.0000,         0.0000,     1
  -23.000000,    17.000000,      -468.9000,       464.0561,        -1.0104,         0.0000,         0.0000,     1
   21.000000,    17.000000,     -2219.2000,       447.9082,        -4.9546,        -1.0000,     -2219.2000,     1
   23.000000,    17.000000,      1530.7000,       444.1327,         3.4465,         1.0000,      1530.7000,     1
   43.000000,    17.000000,      -253.7867,       202.3037,        -1.2545,         0.0000,         0.0000,     4
   47.000000,    17.000000,      -390.1980,       201.9750,        -1.9319,         0.0000,         0.0000,     2
   49.000000,    17.000000,      -116.5145,       164.5427,        -0.7081,         0.0000,         0.0000,     2
   53.000000,    17.000000,       251.4779,       108.3930,         2.3201,         1.0000,       251.4779,     7
   55.000000,    17.000000,       336.7140,       167.1955,         2.0139,         1.0000,       336.7140,     4
   57.000000,    17.000000,       331.0235,       238.1627,         1.3899,         0.0000,         0.0000,     2
   59.000000,    17.000000,       671.6640,       181.4525,         3.7016,         1.0000,       671.6640,     2
   63.000000,    17.000000,       149.4170,       135.7880,         1.1004,         0.0000,         0.0000,     4
   69.000000,    17.000000,       -70.5873,       100.5608,        -0.7019,         0.0000,         0.0000,     3
  -35.000000,    19.000000,      2536.8000,       318.3929,         7.9675,         1.0000,      2536.8000,     1
  -33.000000,    19.000000,      2752.8000,       304.5408,         9.0392,         1.0000,      2752.8000,     1
   23.000000,    19.000000,      1261.6000,       219.6939,         5.7425,         1.0000,      1261.6000,     1
   47.000000,    19.000000,       162.4230,       264.3247,         0.6145,         0.0000,         0.0000,     2
   49.000000,    19.000000,       -74.9294,       111.6397,        -0.6712,         0.0000,         0.0000,     5
   51.000000,    19.000000,        91.6170,       152.8968,         0.5992,         0.0000,         0.0000,     4
   53.000000,    19.000000,        89.9515,       123.2869,         0.7296,         0.0000,         0.0000,     4
   55.000000,    19.000000,       149.3965,       156.5249,         0.9545,         0.0000,         0.0000,     2
   57.000000,    19.000000,       573.6725,       217.5253,         2.6373,         1.0000,       573.6725,     2
   63.000000,    19.000000,       210.1840,        95.1451,         2.2091,         1.0000,       210.1840,     4
   69.000000,    19.000000,       129.7730,       100.8727,         1.2865,         0.0000,         0.0000,     4
   75.000000,    19.000000,       460.2130,       259.8421,         1.7711,         0.0000,         0.0000,     1
   81.000000,    19.000000,       723.2960,       259.8421,         2.7836,         1.0000,       723.2960,     1
   39.000000,    21.000000,        87.3000,       247.5608,         0.3526,         0.0000,         0.0000,     3
   41.000000,    21.000000,      -546.2520,       213.9334,        -2.5534,        -1.0000,      -546.2520,     4
   45.000000,    21.000000,       153.4535,       150.9221,         1.0168,         0.0000,         0.0000,     2
   49.000000,    21.000000,       198.4553,       100.4335,         1.9760,         0.0000,         0.0000,     6
   51.000000,    21.000000,       102.1087,       174.2840,         0.5859,         0.0000,         0.0000,     3
   53.000000,    21.000000,       312.1872,       131.3168,         2.3774,         1.0000,       312.1872,     5
   57.000000,    21.000000,        89.7600,       164.0352,         0.5472,         0.0000,         0.0000,     2
   67.000000,    21.000000,       146.4375,       139.8096,         1.0474,         0.0000,         0.0000,     2
   69.000000,    21.000000,         6.7707,       150.0199,         0.0451,         0.0000,         0.0000,     3
  -33.000000,    23.000000,      2473.1001,       507.8061,         4.8702,         1.0000,      2473.1001,     1
   39.000000,    23.000000,     -1581.0303,       269.4560,        -5.8675,        -1.0000,     -1581.0303,     3
   43.000000,    23.000000,        16.3667,       131.0943,         0.1248,         0.0000,         0.0000,     3
   45.000000,    23.000000,       517.2105,       149.3939,         3.4621,         1.0000,       517.2105,     2
   47.000000,    23.000000,       210.9620,       151.7792,         1.3899,         0.0000,         0.0000,     2
   49.000000,    23.000000,       144.4816,       123.0707,         1.1740,         0.0000,         0.0000,     3
   51.000000,    23.000000,       180.1873,       105.9947,         1.7000,         0.0000,         0.0000,     6
   53.000000,    23.000000,       345.2270,       217.3719,         1.5882,         0.0000,         0.0000,     2
   55.000000,    23.000000,       353.1860,       232.8013,         1.5171,         0.0000,         0.0000,     2
   59.000000,    23.000000,       221.8300,        90.5248,         2.4505,         1.0000,       221.8300,     5
   61.000000,    23.000000,       489.4310,       149.0793,         3.2830,         1.0000,       489.4310,     3
   63.000000,    23.000000,       297.5458,       101.6530,         2.9271,         1.0000,       297.5458,     5
   69.000000,    23.000000,       109.0890,       129.0880,         0.8451,         0.0000,         0.0000,     3
  -31.000000,    25.000000,       146.9000,       371.1990,         0.3957,         0.0000,         0.0000,     1
   41.000000,    25.000000,      -744.1545,       267.2066,        -2.7849,        -1.0000,      -744.1545,     2
   43.000000,    25.000000,       279.3867,       161.3952,         1.7311,         0.0000,         0.0000,     3
   47.000000,    25.000000,       126.2625,       113.9463,         1.1081,         0.0000,         0.0000,     4
   49.000000,    25.000000,       226.5318,       106.6389,         2.1243,         1.0000,       226.5318,     5
   51.000000,    25.000000,       210.6321,        77.1798,         2.7291,         1.0000,       210.6321,    11
   53.000000,    25.000000,      -541.3000,        56.5306,        -9.5753,        -1.0000,      -541.3000,     1
   55.000000,    25.000000,       102.6785,       160.0426,         0.6416,         0.0000,         0.0000,     2
   59.000000,    25.000000,       323.6713,        47.9465,         6.7507,         1.0000,       323.6713,    18
   61.000000,    25.000000,       118.5756,        65.9477,         1.7980,         0.0000,         0.0000,    13
   67.000000,    25.000000,       -26.4409,        71.5955,        -0.3693,         0.0000,         0.0000,     8
  -11.000000,    27.000000,      1027.7000,       347.6531,         2.9561,         1.0000,      1027.7000,     1
   19.000000,    27.000000,       247.1500,       402.6843,         0.6138,         0.0000,         0.0000,     2
   43.000000,    27.000000,       229.6057,       150.0199,         1.5305,         0.0000,         0.0000,     3
   45.000000,    27.000000,       451.3393,       134.6500,         3.3519,         1.0000,       451.3393,     3
   51.000000,    27.000000,       457.0500,       187.6992,         2.4350,         1.0000,       457.0500,     2
   53.000000,    27.000000,      -143.2500,        81.7683,        -1.7519,         0.0000,         0.0000,     2
   55.000000,    27.000000,      -435.4000,        61.3776,        -7.0938,        -1.0000,      -435.4000,     1
   57.000000,    27.000000,       245.6149,        65.1969,         3.7673,         1.0000,       245.6149,     9
   59.000000,    27.000000,       222.9440,        49.5537,         4.4990,         1.0000,       222.9440,    17
   61.000000,    27.000000,        32.7402,        98.0115,         0.3340,         0.0000,         0.0000,     4
   63.000000,    27.000000,        93.9579,        67.2649,         1.3968,         0.0000,         0.0000,     9
   65.000000,    27.000000,      -102.9407,       129.4054,        -0.7955,         0.0000,         0.0000,     3
   69.000000,    27.000000,        32.7724,       100.6331,         0.3257,         0.0000,         0.0000,     5
  -29.000000,    29.000000,      1026.7000,       842.5510,         1.2186,         0.0000,         0.0000,     1
  -25.000000,    29.000000,      1136.5333,       439.0539,         2.5886,         1.0000,      1136.5333,     3
   -5.000000,    29.000000,      -784.7000,       265.5287,        -2.9552,        -1.0000,      -784.7000,     3
   -3.000000,    29.000000,      -407.0125,       158.4537,        -2.5687,        -1.0000,      -407.0125,     8
   -1.000000,    29.000000,      -443.1000,       446.9133,        -0.9915,         0.0000,         0.0000,     1
    1.000000,    29.000000,      1812.5000,       260.1451,         6.9673,         1.0000,      1812.5000,     2
   21.000000,    29.000000,       607.5000,       885.6888,         0.6859,         0.0000,         0.0000,     1
   37.000000,    29.000000,      -472.2470,       259.8421,        -1.8174,         0.0000,         0.0000,     1
   43.000000,    29.000000,        57.3030,       201.8961,         0.2838,         0.0000,         0.0000,     3
   49.000000,    29.000000,        63.6745,       190.3612,         0.3345,         0.0000,         0.0000,     2
   51.000000,    29.000000,       133.0000,       114.4230,         1.1624,         0.0000,         0.0000,     3
   53.000000,    29.000000,       595.8500,       139.5159,         4.2708,         1.0000,       595.8500,     2
   55.000000,    29.000000,       303.1000,       143.1639,         2.1172,         1.0000,       303.1000,     2
   57.000000,    29.000000,       138.0950,       107.4230,         1.2855,         0.0000,         0.0000,     3
   59.000000,    29.000000,      1001.8000,       186.4541,         5.3729,         1.0000,      1001.8000,     1
   61.000000,    29.000000,       106.4480,        80.5072,         1.3222,         0.0000,         0.0000,     6
   65.000000,    29.000000,      -205.5763,       125.9232,        -1.6326,         0.0000,         0.0000,     3
   67.000000,    29.000000,        56.9482,        98.5347,         0.5780,         0.0000,         0.0000,     4
   69.000000,    29.000000,       -19.6370,       132.0248,        -0.1487,         0.0000,         0.0000,     3
   71.000000,    29.000000,        12.3306,        96.8631,         0.1273,         0.0000,         0.0000,     5
  -23.000000,    31.000000,      1691.8000,       524.9490,         3.2228,         1.0000,      1691.8000,     1
   -9.000000,    31.000000,      -772.3000,       393.4184,        -1.9631,         0.0000,         0.0000,     1
   -3.000000,    31.000000,     -1407.7000,       395.2289,        -3.5617,        -1.0000,     -1407.7000,     2
   37.000000,    31.000000,      -930.7790,       259.8421,        -3.5821,        -1.0000,      -930.7790,     1
   49.000000,    31.000000,       205.8250,       168.3889,         1.2223,         0.0000,         0.0000,     3
   55.000000,    31.000000,       334.5122,       106.2559,         3.1482,         1.0000,       334.5122,     4
   57.000000,    31.000000,       317.7000,       138.8010,         2.2889,         1.0000,       317.7000,     1
   59.000000,    31.000000,       232.4854,        84.7229,         2.7441,         1.0000,       232.4854,     5
   61.000000,    31.000000,       135.1065,        58.8060,         2.2975,         1.0000,       135.1065,     9
   63.000000,    31.000000,       197.9740,       136.2238,         1.4533,         0.0000,         0.0000,     2
   65.000000,    31.000000,       198.7115,        72.2459,         2.7505,         1.0000,       198.7115,     6
   67.000000,    31.000000,       222.4667,        40.7196,         5.4634,         1.0000,       222.4667,     3
   71.000000,    31.000000,       -49.5777,       128.9120,        -0.3846,         0.0000,         0.0000,     3
  -29.000000,    33.000000,      1559.7000,       468.0612,         3.3323,         1.0000,      1559.7000,     1
    1.000000,    33.000000,       -87.7000,       250.1531,        -0.3506,         0.0000,         0.0000,     1
   47.000000,    33.000000,      -620.9000,       246.5561,        -2.5183,        -1.0000,      -620.9000,     1
   57.000000,    33.000000,       202.9000,       144.8980,         1.4003,         0.0000,         0.0000,     1
   61.000000,    33.000000,       104.9910,        55.0574,         1.9069,         0.0000,         0.0000,     7
   63.000000,    33.000000,       269.0333,        61.7630,         4.3559,         1.0000,       269.0333,     3
   65.000000,    33.000000,       224.3800,        57.8495,         3.8787,         1.0000,       224.3800,     5
    1.000000,    35.000000,      2050.5750,       217.2397,         9.4392,         1.0000,      2050.5750,     4
   51.000000,    35.000000,       459.9250,       120.5094,         3.8165,         1.0000,       459.9250,     4
   53.000000,    35.000000,       308.1573,       137.6684,         2.2384,         1.0000,       308.1573,     3
   57.000000,    35.000000,       161.7608,        72.6954,         2.2252,         1.0000,       161.7608,     6
   61.000000,    35.000000,       -53.5002,        76.3322,        -0.7009,         0.0000,         0.0000,     5
   63.000000,    35.000000,       120.5397,        51.4682,         2.3420,         1.0000,       120.5397,     6
   69.000000,    35.000000,        51.4000,        82.6123,         0.6222,         0.0000,         0.0000,     2
   -1.000000,    37.000000,      2390.3501,       259.2760,         9.2193,         1.0000,      2390.3501,     2
    1.000000,    37.000000,       881.1000,       280.3940,         3.1424,         1.0000,       881.1000,     2
   35.000000,    37.000000,        45.0260,       259.8421,         0.1733,         0.0000,         0.0000,     1
   49.000000,    37.000000,       418.8000,       252.9082,         1.6559,         0.0000,         0.0000,     1
   57.000000,    37.000000,       209.5302,        88.2499,         2.3743,         1.0000,       209.5302,     5
   61.000000,    37.000000,      -465.0000,       188.8775,        -2.4619,        -1.0000,      -465.0000,     1
   63.000000,    37.000000,       215.2500,        60.9257,         3.5330,         1.0000,       215.2500,     4
    7.000000,    39.000000,      2126.3999,       432.2104,         4.9198,         1.0000,      2126.3999,     2
   53.000000,    39.000000,      -539.5000,       200.8929,        -2.6855,        -1.0000,      -539.5000,     1
   57.000000,    39.000000,       124.2805,        54.3773,         2.2855,         1.0000,       124.2805,     9
   61.000000,    39.000000,       -17.4500,        31.1979,        -0.5593,         0.0000,         0.0000,     2
   43.000000,    41.000000,       372.3333,       114.3877,         3.2550,         1.0000,       372.3333,     6
   57.000000,    41.000000,       153.9773,        74.1015,         2.0779,         1.0000,       153.9773,     6
   63.000000,    43.000000,        13.2253,        96.3140,         0.1373,         0.0000,         0.0000,     3
   65.000000,    43.000000,       717.1000,       149.6684,         4.7913,         1.0000,       717.1000,     1
   41.000000,    45.000000,     -1636.7000,        62.3724,       -26.2408,        -1.0000,     -1636.7000,     1
  -19.000000,    47.000000,      1689.9332,       231.7958,         7.2906,         1.0000,      1689.9332,     3
   35.000000,    47.000000,      -714.9570,       196.5406,        -3.6377,        -1.0000,      -714.9570,     2
   41.000000,    47.000000,       694.9000,        46.1990,        15.0415,         1.0000,       694.9000,     1
   47.000000,    47.000000,      -730.8000,       197.5765,        -3.6988,        -1.0000,      -730.8000,     1
  -19.000000,    49.000000,       290.4000,       313.4439,         0.9265,         0.0000,         0.0000,     1
   55.000000,    49.000000,        72.7327,       114.4922,         0.6353,         0.0000,         0.0000,     3
   67.000000,    53.000000,       160.3360,       128.8869,         1.2440,         0.0000,         0.0000,     3
   57.000000,    57.000000,      -127.3300,        80.0236,        -1.5912,         0.0000,         0.0000,     4
   55.000000,    59.000000,      -220.1015,        73.0464,        -3.0132,        -1.0000,      -220.1015,     4
   47.000000,    61.000000,      -391.8593,       121.6273,        -3.2218,        -1.0000,      -391.8593,     3
   57.000000,    61.000000,        54.7125,        84.6743,         0.6462,         0.0000,         0.0000,     4
   55.000000,    63.000000,      -767.3000,       121.5816,        -6.3110,        -1.0000,      -767.3000,     1
   63.000000,    65.000000,      -162.4744,        89.8084,        -1.8091,         0.0000,         0.0000,     5
   65.000000,    65.000000,       297.6190,       103.7666,         2.8682,         1.0000,       297.6190,     3
   67.000000,    67.000000,       240.8000,       241.0204,         0.9991,         0.0000,         0.0000,     1
   69.000000,    67.000000,       -48.7000,        31.2500,        -1.5584,         0.0000,         0.0000,     1
   71.000000,    67.000000,       487.1000,        68.3163,         7.1301,         1.0000,       487.1000,     1
   59.000000,    69.000000,      -177.6990,        76.3081,        -2.3287,        -1.0000,      -177.6990,     6
   61.000000,    69.000000,       142.6000,       120.5867,         1.1826,         0.0000,         0.0000,     1
   67.000000,    69.000000,       -47.9303,        97.1674,        -0.4933,         0.0000,         0.0000,     3
   53.000000,    71.000000,      1075.4000,       395.2551,         2.7208,         1.0000,      1075.4000,     1
   67.000000,    71.000000,       336.5000,       195.4847,         1.7214,         0.0000,         0.0000,     1
   69.000000,    71.000000,       440.0500,       115.3260,         3.8157,         1.0000,       440.0500,     2
   61.000000,    73.000000,      -234.3923,       108.0144,        -2.1700,        -1.0000,      -234.3923,     3
   41.000000,    75.000000,      1334.5000,       121.7602,        10.9601,         1.0000,      1334.5000,     1
   49.000000,    75.000000,       253.3000,       204.4643,         1.2388,         0.0000,         0.0000,     1
   55.000000,    77.000000,       467.5000,        93.4184,         5.0044,         1.0000,       467.5000,     1
   59.000000,    77.000000,      -272.3000,       206.5306,        -1.3184,         0.0000,         0.0000,     1
   61.000000,    77.000000,      -369.4000,        68.0593,        -5.4276,        -1.0000,      -369.4000,     3
   57.000000,    79.000000,      -608.7000,       157.2194,        -3.8717,        -1.0000,      -608.7000,     1
   61.000000,    79.000000,      -411.1333,        73.6794,        -5.5800,        -1.0000,      -411.1333,     3
   65.000000,    79.000000,       114.2000,       240.4082,         0.4750,         0.0000,         0.0000,     1
   67.000000,    79.000000,       258.4000,       225.8163,         1.1443,         0.0000,         0.0000,     1
   51.000000,    81.000000,       129.5000,        56.9898,         2.2723,         1.0000,       129.5000,     1
   55.000000,    81.000000,      -574.6667,        79.2106,        -7.2549,        -1.0000,      -574.6667,     3
   55.000000,    83.000000,      -355.0000,        51.3265,        -6.9165,        -1.0000,      -355.0000,     1
   57.000000,    83.000000,      -582.3000,       166.0714,        -3.5063,        -1.0000,      -582.3000,     1
   59.000000,    83.000000,      -320.2000,       255.8673,        -1.2514,         0.0000,         0.0000,     1
   71.000000,    83.000000,        -2.3000,        45.6888,        -0.0503,         0.0000,         0.0000,     1
   57.000000,    85.000000,      -586.1500,       116.6887,        -5.0232,        -1.0000,      -586.1500,     2
   59.000000,    85.000000,      -358.9667,       100.9682,        -3.5552,        -1.0000,      -358.9667,     3
   69.000000,    85.000000,       517.2000,       194.2347,         2.6628,         1.0000,       517.2000,     1
   49.000000,    87.000000,      -425.5000,        42.7296,        -9.9580,        -1.0000,      -425.5000,     1
   61.000000,    87.000000,      -277.7667,        66.4103,        -4.1826,        -1.0000,      -277.7667,     3
   67.000000,    87.000000,       343.7000,       260.8929,         1.3174,         0.0000,         0.0000,     1
   69.000000,    87.000000,       370.9500,       134.5578,         2.7568,         1.0000,       370.9500,     2
   49.000000,    89.000000,       828.8333,        57.0843,        14.5195,         1.0000,       828.8333,     3
   57.000000,    89.000000,      -472.3000,       196.6837,        -2.4013,        -1.0000,      -472.3000,     1
   61.000000,    89.000000,      -227.6000,       205.4847,        -1.1076,         0.0000,         0.0000,     1
   49.000000,    91.000000,      1053.8000,        36.5091,        28.8641,         1.0000,      1053.8000,     2
   61.000000,    91.000000,      -269.1000,        81.7132,        -3.2932,        -1.0000,      -269.1000,     2
   59.000000,    93.000000,      -469.7000,       152.0408,        -3.0893,        -1.0000,      -469.7000,     1
   51.000000,    95.000000,       685.8000,       131.8112,         5.2029,         1.0000,       685.8000,     1
   49.000000,    99.000000,      1102.0500,        89.0468,        12.3761,         1.0000,      1102.0500,     4
   51.000000,    99.000000,       127.8000,       186.7602,         0.6843,         0.0000,         0.0000,     1
   71.000000,    99.000000,       612.6000,       202.1429,         3.0305,         1.0000,       612.6000,     1
   47.000000,   101.000000,      1045.5000,       173.2653,         6.0341,         1.0000,      1045.5000,     1
   51.000000,   101.000000,       206.4000,       239.0051,         0.8636,         0.0000,         0.0000,     1
   49.000000,   103.000000,       203.1000,       133.8897,         1.5169,         0.0000,         0.0000,     2
   61.000000,   103.000000,       -54.4000,       250.7908,        -0.2169,         0.0000,         0.0000,     1
   51.000000,   107.000000,      -470.0000,       148.8397,        -3.1578,        -1.0000,      -470.0000,     2
   53.000000,   109.000000,      -514.8000,        89.5643,        -5.7478,        -1.0000,      -514.8000,     2
   53.000000,   111.000000,       -95.1000,       251.6582,        -0.3779,         0.0000,         0.0000,     1
   55.000000,   111.000000,      -254.4000,       235.5357,        -1.0801,         0.0000,         0.0000,     1
   41.000000,   115.000000,      -600.0000,       183.7361,        -3.2656,        -1.0000,      -600.0000,     2
   63.000000,   121.000000,      -149.3000,       223.4184,        -0.6683,         0.0000,         0.0000,     1
   65.000000,   121.000000,      -175.5000,       149.6429,        -1.1728,         0.0000,         0.0000,     1
   63.000000,   123.000000,      -186.0000,       200.7398,        -0.9266,         0.0000,         0.0000,     1
   57.000000,   125.000000,       -11.7000,       178.1633,        -0.0657,         0.0000,         0.0000,     1
   61.000000,   129.000000,      -336.4000,        80.9395,        -4.1562,        -1.0000,      -336.4000,     2
   63.000000,   129.000000,      -181.7000,       219.4643,        -0.8279,         0.0000,         0.0000,     1
   59.000000,   131.000000,      -691.8000,        45.2296,       -15.2953,        -1.0000,      -691.8000,     1
   35.000000,   135.000000,     -3475.7000,       183.7361,       -18.9168,        -1.0000,     -3475.7000,     2
   71.000000,   137.000000,      -111.8000,        42.1684,        -2.6513,        -1.0000,      -111.8000,     1
   65.000000,   141.000000,      -323.6000,       128.2653,        -2.5229,        -1.0000,      -323.6000,     1
   69.000000,   149.000000,       387.7000,       217.9847,         1.7786,         0.0000,         0.0000,     1
   71.000000,   157.000000,      -154.9000,        23.3418,        -6.6362,        -1.0000,      -154.9000,     1
