lat, lon, mtwa_anm_mean, mtwa_se_mean, mtwa_tstat,mtwa_sig, mtwa_sig_val,mtwa_npts
   47.000000,   -63.000000,        -1.2611,         0.4745,        -2.6578,        -1.0000,        -1.2611,    12
   53.000000,   -63.000000,        -4.2000,         0.8686,        -4.8355,        -1.0000,        -4.2000,     4
   55.000000,   -63.000000,        -0.0614,         0.3928,        -0.1563,         0.0000,         0.0000,    18
   57.000000,   -63.000000,        -1.2352,         0.4781,        -2.5836,        -1.0000,        -1.2352,    14
   59.000000,   -63.000000,        -0.0233,         0.5894,        -0.0395,         0.0000,         0.0000,     7
   47.000000,   -61.000000,         1.1382,         0.6738,         1.6892,         0.0000,         0.0000,     6
   53.000000,   -61.000000,        -1.7145,         0.6189,        -2.7702,        -1.0000,        -1.7145,     8
   55.000000,   -61.000000,        -2.1250,         0.8703,        -2.4417,        -1.0000,        -2.1250,     4
   57.000000,   -61.000000,        -1.1512,         0.8071,        -1.4263,         0.0000,         0.0000,     5
   49.000000,   -59.000000,         2.4054,         0.5936,         4.0522,         1.0000,         2.4054,     9
   53.000000,   -59.000000,         1.4316,         0.4112,         3.4816,         1.0000,         1.4316,    17
   49.000000,   -57.000000,         2.1572,         0.7101,         3.0378,         1.0000,         2.1572,     7
   51.000000,   -57.000000,         0.7964,         0.6157,         1.2936,         0.0000,         0.0000,     8
   53.000000,   -57.000000,         0.3408,         0.3962,         0.8603,         0.0000,         0.0000,    17
   55.000000,   -57.000000,         3.7680,         0.8034,         4.6903,         1.0000,         3.7680,     5
   49.000000,   -55.000000,        -0.5821,         0.5693,        -1.0224,         0.0000,         0.0000,    10
   51.000000,   -55.000000,         2.7760,         0.8031,         3.4567,         1.0000,         2.7760,     5
   47.000000,   -53.000000,         0.2103,         0.3900,         0.5392,         0.0000,         0.0000,    18
   67.000000,   -51.000000,        -5.3000,         1.4162,        -3.7424,        -1.0000,        -5.3000,     2
   59.000000,   -45.000000,        -1.6830,         1.0015,        -1.6805,         0.0000,         0.0000,     2
   61.000000,   -45.000000,         5.7000,         0.9184,         6.2064,         1.0000,         5.7000,     1
   65.000000,   -37.000000,        -3.6000,         0.0510,       -70.5882,        -1.0000,        -3.6000,     1
   71.000000,   -27.000000,         0.3000,         0.3061,         0.9801,         0.0000,         0.0000,     1
   71.000000,   -25.000000,         0.5350,         1.0080,         0.5308,         0.0000,         0.0000,     2
   71.000000,   -23.000000,         0.8865,         1.0246,         0.8652,         0.0000,         0.0000,     2
   65.000000,   -21.000000,         0.0740,         0.7841,         0.0944,         0.0000,         0.0000,     4
   65.000000,   -19.000000,        -3.3000,         1.0080,        -3.2739,        -1.0000,        -3.3000,     2
   15.000000,   -17.000000,         1.3000,         2.1173,         0.6140,         0.0000,         0.0000,     1
   21.000000,   -17.000000,        -4.0000,         0.0000,         0.0000,         0.0000,         0.0000,     1
   29.000000,   -11.000000,         3.2000,         2.3724,         1.3488,         0.0000,         0.0000,     1
   53.000000,   -11.000000,         0.5765,         1.4162,         0.4071,         0.0000,         0.0000,     2
   53.000000,    -9.000000,         1.1605,         0.8201,         1.4150,         0.0000,         0.0000,     6
   55.000000,    -9.000000,         0.3300,         2.0028,         0.1648,         0.0000,         0.0000,     1
   37.000000,    -7.000000,         0.3600,         1.1563,         0.3113,         0.0000,         0.0000,     3
   41.000000,    -7.000000,         2.1500,         1.4162,         1.5182,         0.0000,         0.0000,     2
   43.000000,    -7.000000,         1.1534,         0.6699,         1.7217,         0.0000,         0.0000,     9
   53.000000,    -7.000000,         2.0570,         0.6396,         3.2160,         1.0000,         2.0570,     9
   55.000000,    -7.000000,         2.2726,         0.7218,         3.1484,         1.0000,         2.2726,     8
   57.000000,    -7.000000,         1.7600,         2.0028,         0.8788,         0.0000,         0.0000,     1
   59.000000,    -7.000000,         0.8387,         0.9979,         0.8404,         0.0000,         0.0000,     3
   63.000000,    -7.000000,         1.5645,         0.6994,         2.2369,         1.0000,         1.5645,     6
   33.000000,    -5.000000,         0.6300,         1.4162,         0.4449,         0.0000,         0.0000,     2
   43.000000,    -5.000000,         3.6853,         0.9229,         3.9932,         1.0000,         3.6853,     4
   45.000000,    -5.000000,        -1.0565,         1.3165,        -0.8025,         0.0000,         0.0000,     2
   51.000000,    -5.000000,         1.5627,         1.2316,         1.2688,         0.0000,         0.0000,     3
   53.000000,    -5.000000,         2.6345,         1.3761,         1.9144,         0.0000,         0.0000,     2
   55.000000,    -5.000000,         2.5354,         0.6397,         3.9636,         1.0000,         2.5354,     9
   57.000000,    -5.000000,         2.2204,         0.5707,         3.8910,         1.0000,         2.2204,    12
   59.000000,    -5.000000,         1.8337,         0.7727,         2.3731,         1.0000,         1.8337,     6
   23.000000,    -3.000000,         0.6000,         0.9439,         0.6357,         0.0000,         0.0000,     1
   31.000000,    -3.000000,         3.6000,         2.2194,         1.6221,         0.0000,         0.0000,     1
   37.000000,    -3.000000,        -4.6738,         0.8048,        -5.8076,        -1.0000,        -4.6738,     5
   41.000000,    -3.000000,        -1.4000,         2.0028,        -0.6990,         0.0000,         0.0000,     1
   43.000000,    -3.000000,         1.1133,         0.6518,         1.7081,         0.0000,         0.0000,    10
   47.000000,    -3.000000,         1.2315,         1.5622,         0.7883,         0.0000,         0.0000,     2
   49.000000,    -3.000000,         0.3833,         1.4153,         0.2708,         0.0000,         0.0000,     3
   51.000000,    -3.000000,         2.0668,         0.9090,         2.2736,         1.0000,         2.0668,     4
   53.000000,    -3.000000,         2.4603,         0.7961,         3.0903,         1.0000,         2.4603,     7
