lat, lon, mtco_anm_mean, mtco_se_mean, mtco_tstat,mtco_sig, mtco_sig_val,mtco_npts
   37.000000,    -1.000000,        -7.3900,         2.7472,        -2.6900,        -1.0000,        -7.3900,     1
   39.000000,    -1.000000,        -3.0983,         1.4790,        -2.0949,        -1.0000,        -3.0983,     3
   41.000000,    -1.000000,        -4.0950,         1.9426,        -2.1080,        -1.0000,        -4.0950,     2
   43.000000,    -1.000000,        -1.9834,         0.8386,        -2.3651,        -1.0000,        -1.9834,     9
   45.000000,    -1.000000,        -4.9650,         1.9426,        -2.5559,        -1.0000,        -4.9650,     2
   47.000000,    -1.000000,        -2.6490,         0.9967,        -2.6579,        -1.0000,        -2.6490,     6
   49.000000,    -1.000000,        -1.0940,         1.9096,        -0.5729,         0.0000,         0.0000,     2
   51.000000,    -1.000000,        -1.1000,         2.7472,        -0.4004,         0.0000,         0.0000,     1
   53.000000,    -1.000000,         0.4387,         1.3297,         0.3300,         0.0000,         0.0000,     4
   55.000000,    -1.000000,         1.1120,         2.0948,         0.5308,         0.0000,         0.0000,     2
   61.000000,    -1.000000,         0.0953,         1.3327,         0.0715,         0.0000,         0.0000,     3
   39.000000,     1.000000,        -7.2900,         1.5861,        -4.5962,        -1.0000,        -7.2900,     3
   41.000000,     1.000000,        -4.6465,         1.6523,        -2.8121,        -1.0000,        -4.6465,     2
   43.000000,     1.000000,         0.1415,         1.7172,         0.0824,         0.0000,         0.0000,     4
   45.000000,     1.000000,        -1.2180,         1.4589,        -0.8349,         0.0000,         0.0000,     3
   49.000000,     1.000000,         0.4888,         1.1315,         0.4320,         0.0000,         0.0000,     5
   51.000000,     1.000000,        -0.6906,         0.9651,        -0.7155,         0.0000,         0.0000,     7
   53.000000,     1.000000,        -1.2570,         1.5876,        -0.7918,         0.0000,         0.0000,     3
   39.000000,     3.000000,        -0.3300,         1.5861,        -0.2081,         0.0000,         0.0000,     3
   41.000000,     3.000000,        -9.0100,         2.7472,        -3.2797,        -1.0000,        -9.0100,     1
   43.000000,     3.000000,        -0.2930,         1.3380,        -0.2190,         0.0000,         0.0000,     6
   45.000000,     3.000000,         0.7356,         0.8493,         0.8662,         0.0000,         0.0000,    14
   49.000000,     3.000000,         1.6128,         1.2345,         1.3064,         0.0000,         0.0000,     6
   37.000000,     5.000000,         6.7000,         1.5051,         4.4515,         1.0000,         6.7000,     1
   39.000000,     5.000000,        -4.2733,         1.5861,        -2.6942,        -1.0000,        -4.2733,     3
   43.000000,     5.000000,        -3.7856,         1.1670,        -3.2439,        -1.0000,        -3.7856,     5
   45.000000,     5.000000,        -0.3261,         0.7272,        -0.4484,         0.0000,         0.0000,    17
   47.000000,     5.000000,         1.4500,         2.2488,         0.6448,         0.0000,         0.0000,     2
   49.000000,     5.000000,         1.7943,         1.2550,         1.4297,         0.0000,         0.0000,     4
   51.000000,     5.000000,        -0.3051,         0.9785,        -0.3118,         0.0000,         0.0000,     9
   53.000000,     5.000000,         0.8375,         1.2034,         0.6960,         0.0000,         0.0000,     4
   59.000000,     5.000000,        -0.7427,         1.4589,        -0.5091,         0.0000,         0.0000,     3
   61.000000,     5.000000,         1.6990,         1.1329,         1.4997,         0.0000,         0.0000,     4
   43.000000,     7.000000,        -4.9700,         2.7472,        -1.8091,         0.0000,         0.0000,     1
   45.000000,     7.000000,         0.9972,         0.5522,         1.8059,         0.0000,         0.0000,    26
   47.000000,     7.000000,         2.6745,         0.7113,         3.7598,         1.0000,         2.6745,    15
   49.000000,     7.000000,         3.7327,         1.5086,         2.4742,         1.0000,         3.7327,     3
   51.000000,     7.000000,         2.2450,         1.6383,         1.3703,         0.0000,         0.0000,     2
   53.000000,     7.000000,         0.4822,         1.2125,         0.3977,         0.0000,         0.0000,     5
   59.000000,     7.000000,        -0.8800,         1.9426,        -0.4530,         0.0000,         0.0000,     2
   63.000000,     7.000000,         0.9950,         1.6178,         0.6151,         0.0000,         0.0000,     2
    5.000000,     9.000000,        -3.0000,         2.4490,        -1.2250,         0.0000,         0.0000,     1
   43.000000,     9.000000,        -1.1493,         1.6181,        -0.7102,         0.0000,         0.0000,     4
   45.000000,     9.000000,        -0.5386,         1.2442,        -0.4329,         0.0000,         0.0000,     5
   47.000000,     9.000000,         0.5344,         0.7407,         0.7214,         0.0000,         0.0000,    17
   49.000000,     9.000000,         0.9100,         2.4706,         0.3683,         0.0000,         0.0000,     2
   51.000000,     9.000000,         4.6000,         1.4286,         3.2199,         1.0000,         4.6000,     1
   53.000000,     9.000000,        -1.1514,         1.1427,        -1.0076,         0.0000,         0.0000,     7
   55.000000,     9.000000,         1.5503,         1.6875,         0.9187,         0.0000,         0.0000,     4
   57.000000,     9.000000,         0.8112,         1.2248,         0.6623,         0.0000,         0.0000,     5
   59.000000,     9.000000,         0.6940,         1.8572,         0.3737,         0.0000,         0.0000,     2
   61.000000,     9.000000,         4.8373,         0.9881,         4.8957,         1.0000,         4.8373,     4
   63.000000,     9.000000,        -3.1725,         1.9426,        -1.6332,         0.0000,         0.0000,     2
   -5.000000,    11.000000,        -8.2000,         0.0000,         0.0000,         0.0000,         0.0000,     1
    3.000000,    11.000000,        -3.9000,         1.6582,        -2.3519,        -1.0000,        -3.9000,     1
   13.000000,    11.000000,        -5.3000,         1.4352,        -3.6929,        -1.0000,        -5.3000,     3
   25.000000,    11.000000,         3.9500,         1.6777,         2.3545,         1.0000,         3.9500,     2
   45.000000,    11.000000,         0.6514,         1.2757,         0.5106,         0.0000,         0.0000,     5
   47.000000,    11.000000,        -2.2627,         1.8117,        -1.2489,         0.0000,         0.0000,     3
   49.000000,    11.000000,         0.8300,         2.5025,         0.3317,         0.0000,         0.0000,     2
   51.000000,    11.000000,        -0.1953,         1.3658,        -0.1430,         0.0000,         0.0000,     6
   53.000000,    11.000000,         1.0628,         1.3504,         0.7870,         0.0000,         0.0000,     6
   55.000000,    11.000000,         1.6215,         1.6124,         1.0057,         0.0000,         0.0000,     4
   59.000000,    11.000000,         0.7310,         1.3107,         0.5577,         0.0000,         0.0000,     6
   63.000000,    11.000000,         1.0440,         1.6052,         0.6504,         0.0000,         0.0000,     4
   65.000000,    11.000000,         0.7380,         1.2237,         0.6031,         0.0000,         0.0000,     4
   -5.000000,    13.000000,        -5.7000,         2.1429,        -2.6599,        -1.0000,        -5.7000,     1
   13.000000,    13.000000,        -2.7000,         2.3724,        -1.1381,         0.0000,         0.0000,     1
   19.000000,    13.000000,         0.6333,         1.1218,         0.5646,         0.0000,         0.0000,     3
   43.000000,    13.000000,        -1.6340,         0.8696,        -1.8791,         0.0000,         0.0000,     9
   45.000000,    13.000000,        -1.7130,         1.9910,        -0.8604,         0.0000,         0.0000,     2
   47.000000,    13.000000,         0.9456,         0.6877,         1.3752,         0.0000,         0.0000,    16
   49.000000,    13.000000,        -2.7660,         1.8745,        -1.4756,         0.0000,         0.0000,     2
   55.000000,    13.000000,         2.6971,         0.9282,         2.9059,         1.0000,         2.6971,     9
   57.000000,    13.000000,         0.4825,         1.7141,         0.2815,         0.0000,         0.0000,     4
   59.000000,    13.000000,         0.9580,         1.2501,         0.7663,         0.0000,         0.0000,     6
   61.000000,    13.000000,         1.1430,         2.0756,         0.5507,         0.0000,         0.0000,     2
   63.000000,    13.000000,         1.9164,         1.3524,         1.4170,         0.0000,         0.0000,     5
   69.000000,    13.000000,        -2.2347,         1.4253,        -1.5679,         0.0000,         0.0000,     3
   -5.000000,    15.000000,        -3.8000,         2.1939,        -1.7321,         0.0000,         0.0000,     1
   -3.000000,    15.000000,        -1.8000,         1.6327,        -1.1025,         0.0000,         0.0000,     1
   41.000000,    15.000000,        -1.0167,         1.6177,        -0.6285,         0.0000,         0.0000,     3
   45.000000,    15.000000,         0.4480,         2.4600,         0.1821,         0.0000,         0.0000,     2
   47.000000,    15.000000,        -4.4000,         2.3214,        -1.8954,         0.0000,         0.0000,     1
   49.000000,    15.000000,        -0.8244,         0.6244,        -1.3203,         0.0000,         0.0000,    20
   53.000000,    15.000000,         1.4833,         1.5861,         0.9352,         0.0000,         0.0000,     3
   55.000000,    15.000000,        -1.5827,         1.4391,        -1.0998,         0.0000,         0.0000,     4
   57.000000,    15.000000,         0.4735,         0.8630,         0.5487,         0.0000,         0.0000,    13
   59.000000,    15.000000,         0.6638,         1.2545,         0.5292,         0.0000,         0.0000,     6
   63.000000,    15.000000,         0.6198,         1.0595,         0.5850,         0.0000,         0.0000,    10
   65.000000,    15.000000,         0.2880,         2.3656,         0.1217,         0.0000,         0.0000,     2
   79.000000,    15.000000,         1.0030,         2.7472,         0.3651,         0.0000,         0.0000,     1
  -23.000000,    17.000000,        -5.1000,         1.8367,        -2.7767,        -1.0000,        -5.1000,     1
   21.000000,    17.000000,        -5.8000,         2.0408,        -2.8420,        -1.0000,        -5.8000,     1
   23.000000,    17.000000,        -0.3000,         1.4031,        -0.2138,         0.0000,         0.0000,     1
   43.000000,    17.000000,        -1.7832,         1.1570,        -1.5412,         0.0000,         0.0000,     5
   47.000000,    17.000000,        -3.6180,         1.4937,        -2.4222,        -1.0000,        -3.6180,     2
   49.000000,    17.000000,        -1.2716,         1.1795,        -1.0781,         0.0000,         0.0000,     5
   51.000000,    17.000000,         3.6567,         1.5861,         2.3055,         1.0000,         3.6567,     3
   53.000000,    17.000000,         1.8767,         0.7806,         2.4042,         1.0000,         1.8767,    12
   55.000000,    17.000000,         0.9347,         1.2320,         0.7587,         0.0000,         0.0000,     6
   57.000000,    17.000000,         1.3835,         2.4494,         0.5648,         0.0000,         0.0000,     2
   59.000000,    17.000000,        -0.7830,         1.9282,        -0.4061,         0.0000,         0.0000,     3
   63.000000,    17.000000,         1.0447,         1.3486,         0.7747,         0.0000,         0.0000,     4
   69.000000,    17.000000,        -3.0393,         1.6843,        -1.8045,         0.0000,         0.0000,     3
  -35.000000,    19.000000,         7.0000,         1.3776,         5.0813,         1.0000,         7.0000,     1
  -33.000000,    19.000000,         7.2000,         1.3010,         5.5342,         1.0000,         7.2000,     1
   23.000000,    19.000000,         4.3000,         0.9694,         4.4357,         1.0000,         4.3000,     1
   47.000000,    19.000000,        -0.4022,         1.5305,        -0.2628,         0.0000,         0.0000,     4
   49.000000,    19.000000,        -1.0870,         0.8598,        -1.2643,         0.0000,         0.0000,    10
   51.000000,    19.000000,        -1.9645,         1.4209,        -1.3826,         0.0000,         0.0000,     4
   53.000000,    19.000000,        -0.3938,         1.0947,        -0.3597,         0.0000,         0.0000,     5
   55.000000,    19.000000,         1.0393,         1.3714,         0.7578,         0.0000,         0.0000,     4
   57.000000,    19.000000,         1.1425,         2.1142,         0.5404,         0.0000,         0.0000,     2
   63.000000,    19.000000,         0.7617,         1.5760,         0.4833,         0.0000,         0.0000,     4
   65.000000,    19.000000,         0.6100,         2.7472,         0.2220,         0.0000,         0.0000,     1
   69.000000,    19.000000,        -1.1482,         1.5788,        -0.7273,         0.0000,         0.0000,     4
   75.000000,    19.000000,         7.5120,         2.7472,         2.7344,         1.0000,         7.5120,     1
   81.000000,    19.000000,         0.4510,         2.7472,         0.1642,         0.0000,         0.0000,     1
   39.000000,    21.000000,        -2.0388,         0.9820,        -2.0761,        -1.0000,        -2.0388,     8
   41.000000,    21.000000,        -2.5482,         1.0442,        -2.4405,        -1.0000,        -2.5482,     8
   45.000000,    21.000000,        -3.5395,         2.0377,        -1.7370,         0.0000,         0.0000,     2
   49.000000,    21.000000,         2.9202,         0.7967,         3.6653,         1.0000,         2.9202,    11
   51.000000,    21.000000,         0.5538,         1.0087,         0.5490,         0.0000,         0.0000,     9
   53.000000,    21.000000,         1.7413,         0.9263,         1.8798,         0.0000,         0.0000,     9
   55.000000,    21.000000,        -2.5700,         2.7472,        -0.9355,         0.0000,         0.0000,     1
   57.000000,    21.000000,        -2.7115,         1.8832,        -1.4399,         0.0000,         0.0000,     2
   63.000000,    21.000000,         0.2700,         2.7472,         0.0983,         0.0000,         0.0000,     1
   67.000000,    21.000000,        -0.3507,         1.8177,        -0.1929,         0.0000,         0.0000,     3
   69.000000,    21.000000,         1.3895,         1.1215,         1.2389,         0.0000,         0.0000,     6
  -33.000000,    23.000000,         6.3000,         1.9388,         3.2494,         1.0000,         6.3000,     1
   37.000000,    23.000000,        -5.5000,         2.7472,        -2.0020,        -1.0000,        -5.5000,     1
   39.000000,    23.000000,        -3.7063,         0.9873,        -3.7539,        -1.0000,        -3.7063,     6
   41.000000,    23.000000,         4.4067,         1.5861,         2.7783,         1.0000,         4.4067,     3
   43.000000,    23.000000,         1.9190,         1.0788,         1.7788,         0.0000,         0.0000,     6
   45.000000,    23.000000,        -0.8937,         1.5587,        -0.5734,         0.0000,         0.0000,     3
   47.000000,    23.000000,        -8.9580,         1.8317,        -4.8905,        -1.0000,        -8.9580,     2
   49.000000,    23.000000,        -0.3750,         1.1074,        -0.3386,         0.0000,         0.0000,     6
   51.000000,    23.000000,         0.0579,         1.1780,         0.0491,         0.0000,         0.0000,     7
   53.000000,    23.000000,         0.6920,         2.5453,         0.2719,         0.0000,         0.0000,     2
   55.000000,    23.000000,         1.2230,         2.5132,         0.4866,         0.0000,         0.0000,     2
   59.000000,    23.000000,        -1.7987,         0.9520,        -1.8893,         0.0000,         0.0000,     9
   61.000000,    23.000000,         2.4260,         1.8417,         1.3172,         0.0000,         0.0000,     3
   63.000000,    23.000000,         0.0708,         1.2338,         0.0574,         0.0000,         0.0000,     6
   69.000000,    23.000000,        -0.3386,         1.4031,        -0.2413,         0.0000,         0.0000,     5
  -31.000000,    25.000000,        -4.6000,         2.5255,        -1.8214,         0.0000,         0.0000,     1
   35.000000,    25.000000,        -5.4900,         2.7472,        -1.9984,         0.0000,         0.0000,     1
   41.000000,    25.000000,         0.3288,         1.1587,         0.2838,         0.0000,         0.0000,     5
   43.000000,    25.000000,         1.5120,         1.3812,         1.0947,         0.0000,         0.0000,     3
   47.000000,    25.000000,        -3.9884,         1.2236,        -3.2596,        -1.0000,        -3.9884,     5
   49.000000,    25.000000,        -1.4525,         1.1703,        -1.2411,         0.0000,         0.0000,     6
   51.000000,    25.000000,        -1.0789,         0.6972,        -1.5474,         0.0000,         0.0000,    18
   53.000000,    25.000000,         0.5100,         2.2936,         0.2224,         0.0000,         0.0000,     2
   55.000000,    25.000000,         0.5345,         1.4285,         0.3742,         0.0000,         0.0000,     4
   59.000000,    25.000000,         0.5183,         0.5691,         0.9106,         0.0000,         0.0000,    23
   61.000000,    25.000000,         1.4968,         0.6996,         2.1394,         1.0000,         1.4968,    17
   67.000000,    25.000000,        -0.4694,         1.0436,        -0.4498,         0.0000,         0.0000,     8
  -11.000000,    27.000000,         1.4000,         0.9439,         1.4832,         0.0000,         0.0000,     1
   19.000000,    27.000000,        -2.5000,         1.2993,        -1.9241,         0.0000,         0.0000,     2
   43.000000,    27.000000,         0.4457,         1.1215,         0.3974,         0.0000,         0.0000,     6
   45.000000,    27.000000,        -0.2143,         1.3955,        -0.1535,         0.0000,         0.0000,     4
   51.000000,    27.000000,        -1.0100,         1.6978,        -0.5949,         0.0000,         0.0000,     4
   53.000000,    27.000000,         0.0025,         1.4758,         0.0017,         0.0000,         0.0000,     4
   55.000000,    27.000000,        -2.7900,         1.4573,        -1.9145,         0.0000,         0.0000,     4
   57.000000,    27.000000,         0.9420,         0.7748,         1.2158,         0.0000,         0.0000,    13
   59.000000,    27.000000,         0.8567,         0.5699,         1.5031,         0.0000,         0.0000,    24
   61.000000,    27.000000,        -0.4098,         1.5634,        -0.2621,         0.0000,         0.0000,     4
   63.000000,    27.000000,         0.3629,         0.9594,         0.3783,         0.0000,         0.0000,    10
   65.000000,    27.000000,         2.3984,         1.3420,         1.7871,         0.0000,         0.0000,     5
   69.000000,    27.000000,        -0.9473,         1.1641,        -0.8138,         0.0000,         0.0000,     6
   71.000000,    27.000000,         0.1833,         1.5861,         0.1156,         0.0000,         0.0000,     3
  -29.000000,    29.000000,         0.3000,         4.3878,         0.0684,         0.0000,         0.0000,     1
  -25.000000,    29.000000,         0.9000,         2.0097,         0.4478,         0.0000,         0.0000,     3
   -5.000000,    29.000000,        -3.2663,         0.5165,        -6.3236,        -1.0000,        -3.2663,     9
   -3.000000,    29.000000,        -3.7915,         0.2550,       -14.8669,        -1.0000,        -3.7915,    26
   -1.000000,    29.000000,        -2.5000,         0.8055,        -3.1036,        -1.0000,        -2.5000,     3
    1.000000,    29.000000,         1.1000,         1.8091,         0.6080,         0.0000,         0.0000,     2
   21.000000,    29.000000,        -1.8000,         4.2602,        -0.4225,         0.0000,         0.0000,     1
   37.000000,    29.000000,        -2.9472,         1.1215,        -2.6278,        -1.0000,        -2.9472,     6
   43.000000,    29.000000,        -0.2515,         0.9871,        -0.2548,         0.0000,         0.0000,     8
   49.000000,    29.000000,         0.0610,         2.5992,         0.0235,         0.0000,         0.0000,     2
   51.000000,    29.000000,        -2.5360,         1.2398,        -2.0456,        -1.0000,        -2.5360,     5
   53.000000,    29.000000,        -0.3267,         1.4883,        -0.2195,         0.0000,         0.0000,     3
   55.000000,    29.000000,        -0.4040,         1.2795,        -0.3158,         0.0000,         0.0000,     5
   57.000000,    29.000000,         0.4903,         1.4900,         0.3291,         0.0000,         0.0000,     3
   59.000000,    29.000000,         1.4000,         2.7041,         0.5177,         0.0000,         0.0000,     1
   61.000000,    29.000000,         0.8753,         1.0415,         0.8404,         0.0000,         0.0000,     8
   65.000000,    29.000000,         0.9454,         1.1910,         0.7938,         0.0000,         0.0000,     5
   67.000000,    29.000000,         1.9691,         1.1412,         1.7255,         0.0000,         0.0000,     7
   69.000000,    29.000000,         0.0838,         1.5426,         0.0543,         0.0000,         0.0000,     4
   71.000000,    29.000000,         0.0423,         1.2297,         0.0344,         0.0000,         0.0000,     6
  -23.000000,    31.000000,         4.4000,         2.2704,         1.9380,         0.0000,         0.0000,     1
   -9.000000,    31.000000,        -2.1823,         0.7962,        -2.7410,        -1.0000,        -2.1823,     3
   -3.000000,    31.000000,        -4.7978,         0.5332,        -8.9988,        -1.0000,        -4.7978,     6
    1.000000,    31.000000,        -5.8450,         0.7980,        -7.3250,        -1.0000,        -5.8450,     2
   37.000000,    31.000000,        -1.7627,         1.5861,        -1.1113,         0.0000,         0.0000,     3
   39.000000,    31.000000,         0.1550,         1.9426,         0.0798,         0.0000,         0.0000,     2
   41.000000,    31.000000,         0.4800,         2.7472,         0.1747,         0.0000,         0.0000,     1
   49.000000,    31.000000,         0.2345,         1.6734,         0.1401,         0.0000,         0.0000,     4
   55.000000,    31.000000,         0.1218,         1.2416,         0.0981,         0.0000,         0.0000,     6
   57.000000,    31.000000,        -0.5900,         2.1239,        -0.2778,         0.0000,         0.0000,     2
   59.000000,    31.000000,         1.9454,         1.2033,         1.6168,         0.0000,         0.0000,     5
   61.000000,    31.000000,         0.6721,         0.9193,         0.7311,         0.0000,         0.0000,    10
   63.000000,    31.000000,         1.0020,         1.9544,         0.5127,         0.0000,         0.0000,     2
   65.000000,    31.000000,         0.0424,         1.0634,         0.0399,         0.0000,         0.0000,     8
   67.000000,    31.000000,        -0.1720,         1.4724,        -0.1168,         0.0000,         0.0000,     5
   71.000000,    31.000000,         0.2447,         1.5146,         0.1616,         0.0000,         0.0000,     4
  -29.000000,    33.000000,         3.4000,         1.6582,         2.0504,         1.0000,         3.4000,     1
   -9.000000,    33.000000,        -2.1293,         0.8140,        -2.6157,        -1.0000,        -2.1293,     4
    1.000000,    33.000000,        -3.2000,         0.7653,        -4.1814,        -1.0000,        -3.2000,     1
   37.000000,    33.000000,         2.6900,         2.7472,         0.9792,         0.0000,         0.0000,     1
   41.000000,    33.000000,        -0.5200,         2.7472,        -0.1893,         0.0000,         0.0000,     1
   47.000000,    33.000000,        -3.5250,         1.9007,        -1.8545,         0.0000,         0.0000,     2
   57.000000,    33.000000,        -0.3533,         1.6647,        -0.2123,         0.0000,         0.0000,     3
   61.000000,    33.000000,        -0.1016,         1.0344,        -0.0982,         0.0000,         0.0000,     9
   63.000000,    33.000000,         0.8689,         0.9200,         0.9445,         0.0000,         0.0000,     9
   65.000000,    33.000000,        -0.9911,         0.9623,        -1.0299,         0.0000,         0.0000,     9
   67.000000,    33.000000,         0.3800,         2.7472,         0.1383,         0.0000,         0.0000,     1
   69.000000,    33.000000,        -2.4400,         2.7472,        -0.8882,         0.0000,         0.0000,     1
    1.000000,    35.000000,         5.2806,         0.5135,        10.2826,         1.0000,         5.2806,    12
   51.000000,    35.000000,         0.4750,         1.5928,         0.2982,         0.0000,         0.0000,     4
   53.000000,    35.000000,         2.6213,         1.8797,         1.3946,         0.0000,         0.0000,     3
   57.000000,    35.000000,         2.4747,         1.1140,         2.2214,         1.0000,         2.4747,     6
   61.000000,    35.000000,        -0.3681,         1.0946,        -0.3363,         0.0000,         0.0000,     7
   63.000000,    35.000000,        -0.3891,         1.1731,        -0.3317,         0.0000,         0.0000,     8
   65.000000,    35.000000,        -2.1800,         2.7472,        -0.7935,         0.0000,         0.0000,     1
   69.000000,    35.000000,        -1.2500,         2.8210,        -0.4431,         0.0000,         0.0000,     2
   -1.000000,    37.000000,         4.6705,         0.5713,         8.1747,         1.0000,         4.6705,     4
    1.000000,    37.000000,         0.1937,         0.5781,         0.3350,         0.0000,         0.0000,     6
   35.000000,    37.000000,        -4.3083,         1.5861,        -2.7163,        -1.0000,        -4.3083,     3
   41.000000,    37.000000,         0.9200,         2.7472,         0.3349,         0.0000,         0.0000,     1
   49.000000,    37.000000,        -0.3000,         3.6735,        -0.0817,         0.0000,         0.0000,     1
   57.000000,    37.000000,         4.0158,         1.1855,         3.3875,         1.0000,         4.0158,     5
   61.000000,    37.000000,         0.4050,         1.8658,         0.2171,         0.0000,         0.0000,     2
   63.000000,    37.000000,        -0.0720,         1.4169,        -0.0508,         0.0000,         0.0000,     5
   67.000000,    37.000000,        -3.0000,         2.7472,        -1.0920,         0.0000,         0.0000,     1
    7.000000,    39.000000,         4.1118,         0.5824,         7.0600,         1.0000,         4.1118,     8
   53.000000,    39.000000,        -1.9750,         1.8066,        -1.0932,         0.0000,         0.0000,     2
   57.000000,    39.000000,         4.1005,         0.7603,         5.3931,         1.0000,         4.1005,    12
   59.000000,    39.000000,        -0.6700,         2.7472,        -0.2439,         0.0000,         0.0000,     1
   61.000000,    39.000000,         0.4100,         1.8390,         0.2229,         0.0000,         0.0000,     3
   35.000000,    41.000000,        -1.6600,         2.7472,        -0.6043,         0.0000,         0.0000,     1
   43.000000,    41.000000,         1.2180,         0.7227,         1.6854,         0.0000,         0.0000,    10
   57.000000,    41.000000,         4.4585,         0.9906,         4.5008,         1.0000,         4.4585,     6
   39.000000,    43.000000,        -3.8500,         2.7472,        -1.4014,         0.0000,         0.0000,     1
   63.000000,    43.000000,        -0.4750,         1.7298,        -0.2746,         0.0000,         0.0000,     3
   65.000000,    43.000000,         3.5000,         2.6020,         1.3451,         0.0000,         0.0000,     1
   37.000000,    45.000000,         4.3600,         2.7472,         1.5871,         0.0000,         0.0000,     1
   41.000000,    45.000000,        -3.4000,         2.6276,        -1.2940,         0.0000,         0.0000,     1
  -19.000000,    47.000000,         3.8333,         1.0212,         3.7538,         1.0000,         3.8333,     3
   35.000000,    47.000000,        -2.4407,         1.4831,        -1.6457,         0.0000,         0.0000,     3
   41.000000,    47.000000,        -2.4000,         1.2245,        -1.9600,         0.0000,         0.0000,     1
   47.000000,    47.000000,         2.7000,         1.4031,         1.9243,         0.0000,         0.0000,     1
  -19.000000,    49.000000,        -0.8000,         1.3520,        -0.5917,         0.0000,         0.0000,     1
   49.000000,    49.000000,         0.2600,         1.9426,         0.1338,         0.0000,         0.0000,     2
   55.000000,    49.000000,        -0.4313,         1.1465,        -0.3762,         0.0000,         0.0000,     3
   67.000000,    53.000000,        -3.0487,         1.9888,        -1.5329,         0.0000,         0.0000,     3
   55.000000,    55.000000,         6.3900,         1.9426,         3.2895,         1.0000,         6.3900,     2
   57.000000,    57.000000,         2.6907,         1.0023,         2.6844,         1.0000,         2.6907,     6
   55.000000,    59.000000,         4.9750,         1.2081,         4.1182,         1.0000,         4.9750,     5
   47.000000,    61.000000,         3.9230,         1.2754,         3.0758,         1.0000,         3.9230,     3
   57.000000,    61.000000,         5.9320,         1.0645,         5.5725,         1.0000,         5.9320,     4
   55.000000,    63.000000,        -3.2000,         2.9337,        -1.0908,         0.0000,         0.0000,     1
   63.000000,    65.000000,        -1.4080,         1.4738,        -0.9553,         0.0000,         0.0000,     5
   65.000000,    65.000000,         4.4550,         1.1651,         3.8236,         1.0000,         4.4550,     3
   67.000000,    67.000000,        -1.3000,         4.3112,        -0.3015,         0.0000,         0.0000,     1
   69.000000,    67.000000,        -0.9000,         4.6173,        -0.1949,         0.0000,         0.0000,     1
   71.000000,    67.000000,        -5.7000,         2.2194,        -2.5683,        -1.0000,        -5.7000,     1
   59.000000,    69.000000,         0.0595,         1.0945,         0.0544,         0.0000,         0.0000,     6
   61.000000,    69.000000,         5.9000,         1.4796,         3.9876,         1.0000,         5.9000,     1
   67.000000,    69.000000,        -1.3833,         1.3430,        -1.0301,         0.0000,         0.0000,     3
   53.000000,    71.000000,         5.8000,         1.6071,         3.6090,         1.0000,         5.8000,     1
   67.000000,    71.000000,        -0.9000,         3.9286,        -0.2291,         0.0000,         0.0000,     1
   69.000000,    71.000000,        -4.7000,         1.6234,        -2.8951,        -1.0000,        -4.7000,     2
   61.000000,    73.000000,        -2.7477,         1.7616,        -1.5597,         0.0000,         0.0000,     3
   41.000000,    75.000000,         3.3000,         3.1888,         1.0349,         0.0000,         0.0000,     1
   49.000000,    75.000000,        -0.9000,         2.6786,        -0.3360,         0.0000,         0.0000,     1
   55.000000,    77.000000,        -2.5000,         3.0612,        -0.8167,         0.0000,         0.0000,     1
   59.000000,    77.000000,        -1.6000,         3.3929,        -0.4716,         0.0000,         0.0000,     1
   61.000000,    77.000000,         0.1667,         1.6039,         0.1039,         0.0000,         0.0000,     3
   57.000000,    79.000000,        -4.4000,         2.4745,        -1.7781,         0.0000,         0.0000,     1
   61.000000,    79.000000,        -0.8667,         1.5947,        -0.5435,         0.0000,         0.0000,     3
   65.000000,    79.000000,         0.9000,         3.3673,         0.2673,         0.0000,         0.0000,     1
   67.000000,    79.000000,         2.3000,         3.5459,         0.6486,         0.0000,         0.0000,     1
   51.000000,    81.000000,        -3.6000,         2.5510,        -1.4112,         0.0000,         0.0000,     1
   55.000000,    81.000000,         1.1000,         2.1138,         0.5204,         0.0000,         0.0000,     3
   55.000000,    83.000000,         4.1000,         1.8367,         2.2323,         1.0000,         4.1000,     1
   57.000000,    83.000000,        -1.2000,         4.0816,        -0.2940,         0.0000,         0.0000,     1
   59.000000,    83.000000,        -1.2000,         3.8010,        -0.3157,         0.0000,         0.0000,     1
   71.000000,    83.000000,        -5.4000,         2.1939,        -2.4614,        -1.0000,        -5.4000,     1
   57.000000,    85.000000,        -3.9000,         2.6071,        -1.4959,         0.0000,         0.0000,     2
   59.000000,    85.000000,        -2.8667,         1.2977,        -2.2091,        -1.0000,        -2.8667,     3
   69.000000,    85.000000,         1.7000,         3.0612,         0.5553,         0.0000,         0.0000,     1
   49.000000,    87.000000,         0.3000,         3.5714,         0.0840,         0.0000,         0.0000,     1
   61.000000,    87.000000,         0.3000,         1.8284,         0.1641,         0.0000,         0.0000,     3
   67.000000,    87.000000,         3.1000,         2.4235,         1.2791,         0.0000,         0.0000,     1
   69.000000,    87.000000,         3.3000,         2.2019,         1.4987,         0.0000,         0.0000,     2
   49.000000,    89.000000,         1.8333,         1.7726,         1.0343,         0.0000,         0.0000,     3
   57.000000,    89.000000,        -2.4000,         3.8520,        -0.6231,         0.0000,         0.0000,     1
   61.000000,    89.000000,        -0.5000,         3.8520,        -0.1298,         0.0000,         0.0000,     1
