lat, lon, alpha_anm_mean, alpha_se_mean, alpha_tstat,alpha_sig, alpha_sig_val,alpha_npts
   21.000000,   113.000000,        -0.0060,         0.0347,        -0.1729,         0.0000,         0.0000,     1
   23.000000,   113.000000,         0.0160,         0.0209,         0.7662,         0.0000,         0.0000,     3
   31.000000,   113.000000,         0.1215,         0.0300,         4.0438,         1.0000,         0.1215,     2
   41.000000,   113.000000,         0.0735,         0.0174,         4.2215,         1.0000,         0.0735,    13
   41.000000,   115.000000,         0.1797,         0.0410,         4.3768,         1.0000,         0.1797,     3
   23.000000,   117.000000,         0.1013,         0.0232,         4.3708,         1.0000,         0.1013,     3
   31.000000,   117.000000,         0.7420,         0.0214,        34.6729,         1.0000,         0.7420,     1
   39.000000,   117.000000,         0.1820,         0.0212,         8.5728,         1.0000,         0.1820,     3
   43.000000,   117.000000,         0.0010,         0.0348,         0.0287,         0.0000,         0.0000,     2
   49.000000,   117.000000,         0.2080,         0.0469,         4.4350,         1.0000,         0.2080,     1
   31.000000,   119.000000,        -0.0427,         0.0328,        -1.3015,         0.0000,         0.0000,     3
   33.000000,   119.000000,        -0.1257,         0.0196,        -6.4096,        -1.0000,        -0.1257,     3
   39.000000,   119.000000,         0.0177,         0.0417,         0.4239,         0.0000,         0.0000,     3
   41.000000,   119.000000,         0.0690,         0.0367,         1.8801,         0.0000,         0.0000,     1
   49.000000,   119.000000,        -0.2640,         0.1128,        -2.3404,        -1.0000,        -0.2640,     1
   23.000000,   121.000000,         0.0690,         0.0359,         1.9239,         0.0000,         0.0000,     3
   31.000000,   121.000000,         0.1049,         0.0151,         6.9283,         1.0000,         0.1049,     7
   37.000000,   121.000000,         0.0490,         0.0188,         2.6092,         1.0000,         0.0490,     2
   39.000000,   121.000000,        -0.0180,         0.0444,        -0.4054,         0.0000,         0.0000,     1
   63.000000,   121.000000,         0.0675,         0.0350,         1.9291,         0.0000,         0.0000,     2
   65.000000,   121.000000,         0.0175,         0.0196,         0.8931,         0.0000,         0.0000,     2
   45.000000,   123.000000,         0.0013,         0.0367,         0.0364,         0.0000,         0.0000,     3
   47.000000,   123.000000,        -0.0130,         0.0510,        -0.2549,         0.0000,         0.0000,     1
   63.000000,   123.000000,         0.0510,         0.0517,         0.9863,         0.0000,         0.0000,     2
   43.000000,   125.000000,         0.0547,         0.0262,         2.0860,         1.0000,         0.0547,     3
   57.000000,   125.000000,         0.0510,         0.0313,         1.6294,         0.0000,         0.0000,     2
   43.000000,   127.000000,         0.1520,         0.0161,         9.4410,         1.0000,         0.1520,     1
   49.000000,   129.000000,        -0.0250,         0.0168,        -1.4881,         0.0000,         0.0000,     1
   61.000000,   129.000000,         0.0410,         0.0181,         2.2627,         1.0000,         0.0410,     4
   63.000000,   129.000000,         0.0930,         0.0469,         1.9812,         0.0000,         0.0000,     2
   59.000000,   131.000000,        -0.0010,         0.0295,        -0.0339,         0.0000,         0.0000,     2
   47.000000,   133.000000,         0.0250,         0.0344,         0.7267,         0.0000,         0.0000,     1
   49.000000,   133.000000,         0.1640,         0.0352,         4.6591,         1.0000,         0.1640,     1
   49.000000,   135.000000,         0.1470,         0.0362,         4.0608,         1.0000,         0.1470,     1
   71.000000,   137.000000,         0.0405,         0.0120,         3.3783,         1.0000,         0.0405,     2
   65.000000,   141.000000,         0.0655,         0.0165,         3.9584,         1.0000,         0.0655,     2
   69.000000,   149.000000,         0.0425,         0.0255,         1.6638,         0.0000,         0.0000,     2
   71.000000,   157.000000,         0.0765,         0.0340,         2.2491,         1.0000,         0.0765,     2
