,AWI-ESM-1-1-LR,CESM2,EC-Earth3-LR,FGOALS-f3-L,FGOALS-g3,GISS-E2-1-G,HadGEM3-GC31,INM-CM4-8,IPSL-CM6A-LR,MIROC-ES2L,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorESM1-F,NorESM2-LM,UofT-CCSM-4
0,1.2725670799772253,-3.1783467372184346,-4.951910945108696,-3.310641855915692,2.9029703223313437,0.8547197030139078,-5.359002223170159,1.237062501465638,-6.519257557040867,-5.269262476738495,2.570196500326467,-2.8504724543516025,0.9200929242589421,-2.7135920242036304,-2.169488068965486,-5.591562491160571
1,-6.322738682283511,-1.96246898174756,-1.2655902610554373,-4.833522285793555,19.434304954526777,4.314451971310877,-3.207460327170344,3.9196652617889627,5.397113276003956,-9.40503132755417,17.50875735824435,10.183604748501295,-1.727595369660661,-2.8863140830757437,-8.060545317111057,7.16093052798505
2,-2.555376239653849,-6.767298199073302,-5.60732271257691,-10.502483187640534,-7.920861776878006,-8.587653326699645,-10.905838314434812,-3.34747262566545,-8.761215501197249,-5.13296072681362,-8.150115467355109,-9.298286273083455,-0.4134833386808527,-9.49461622832437,-17.78014110014289,-3.1021990017520085
3,-7.679608172271241,-7.97426005637723,24.904133830023543,-7.305007775227211,-15.086151588307434,-6.486683805082233,-1.6054012874911554,-2.4855766710949734,2.094986971143628,1.9112830096136846,0.8818479380334895,1.3736207157314833,-0.6844050655156634,-10.546752009308504,0.9644172669702963,2.8904303424998377
4,-1.6164501733096304,-9.880749207753356,-10.536107983072103,-13.21957620530659,-5.427782758147127,-8.00970693991152,-15.87356554109629,-2.367762851981218,-14.693901717792917,-10.1581683035528,-6.542879801606391,-12.53400505779644,0.5429688941532331,-11.970412579756138,-19.21769636267695,-8.683405005895729
