,lat,lon,anom,err
264,41.7,23.03,-0.3007142800000011,2.0
265,45.04,-68.73,0.656468252666663,2.0
266,44.2,-79.51,,2.0
267,60.5309,29.8992,1.4326333333333334,1.4
268,50.1,6.75,0.6552145552175936,2.0
269,43.1,-89.42,0.44658333333333644,2.0
270,48.25,-3.5,,2.0
271,58.4,27.23,0.7189115611904757,2.0
272,46.28,7.84,4.0036326552857116,2.0
273,41.82,-73.29,0.4702500000000036,2.0
274,43.77,-69.3,0.022750000000002046,2.0
275,46.86,-98.16,0.2497750000000032,2.0
276,47.0,11.76,3.723928572750001,2.0
277,50.14,11.88,-1.9365714281000006,2.0
278,61.3742,-143.5988,0.2772199999999998,1.4
279,52.27,-58.05,2.946249999999999,2.0
280,-52.5,169.1625,0.28959166666666647,2.0
281,47.98,-93.39,1.581833333333332,2.0
282,68.65,16.38,0.7257499999999997,2.0
283,55.5,-14.5833,1.25,1.3
284,57.65,-71.65,,2.0
285,73.3259,124.1933,3.27,1.5
286,73.33,124.2,,1.4
287,68.33,18.78,1.3437499999999982,1.1
288,68.37,18.7,0.9450999999999983,1.4
289,49.07,-120.02,0.9713333333333338,1.4
290,69.2417,-50.0267,1.40775,1.4
291,42.65,-73.05,-0.26699999999999946,2.0
292,47.62,8.82,2.199523809166667,2.0
293,45.22,-79.45,0.5578125000000007,2.0
294,56.2012,158.8582,,1.4
295,51.7,23.96,0.9623809533333336,2.0
296,44.16,10.78,2.8101190463888877,2.0
297,53.79,17.6,-0.8254999999999981,2.0
298,73.683,-162.66,0.9679833333333336,1.7
299,71.7363,42.6052,-0.13754761904761903,1.7
300,43.677,-2.228,-0.025714285714283136,1.3
301,71.35,22.6333,0.20250000000000057,1.5
302,68.2033,92.1789,,1.4
303,50.91,0.68,1.3199795914285701,2.0
304,43.47,-109.96,,2.0
305,59.2933,163.13,0.07237952380952173,1.4
306,51.65,-100.9,2.6793333333333376,2.0
307,46.03,-77.34,1.0400624999999977,2.0
308,48.6,-124.2,-0.18001388888888847,2.0
309,-42.6734,146.5868,0.43516666666666914,1.4
310,45.04,-93.63,0.4081111111111113,2.0
311,47.08,-64.8,0.8815595238095248,2.0
312,44.03,-70.35,0.2478750000000005,2.0
313,37.94,-111.7,-0.6333333333333329,2.0
314,46.57,6.17,0.6990793677777756,2.0
315,43.15,-3.43,-0.6554285730000036,2.0
316,-36.7803,174.7662,0.8499999999999996,1.4
317,49.48,19.82,-1.9348809537500014,2.0
318,36.8112,100.137,5.457142857142859,2.1
319,61.0,-47.75,3.6115833333333347,2.0
320,64.206,-145.814,-0.13137499999999847,1.4
321,64.12,-110.57,0.47139999999999915,2.0
322,43.4,-88.1,0.244374999999998,2.0
323,58.6,26.67,0.06773015833333318,2.0
324,67.15,-153.65,3.339,2.0
325,42.73,-109.19,-2.514999999999999,2.0
326,62.27,9.83,1.0767500000000005,1.4
327,40.08,-105.54,-2.187149999999999,2.0
328,58.32,7.78,1.0046333333333344,2.0
329,46.21,-95.28,-0.3097500000000011,2.0
330,58.22,-71.95,3.043000000000001,2.0
331,66.17,29.15,-2.3080952383333333,2.0
332,14.321,57.347,0.9499999999999993,1.3
333,46.68,7.98,0.30367184828529403,2.0
334,46.93,-70.93,,2.0
335,45.96,-73.87,0.7929999999999993,2.0
336,47.27,-1.75,2.2760238066666645,2.0
337,47.27,-2.02,4.437817464444443,2.0
338,41.03,-0.22,,2.0
339,46.87,10.48,0.52916666833333,2.0
340,46.97,10.95,,1.4
341,66.0667,-145.4,-0.18354131313131283,1.4
342,76.58,-68.66,3.47875,2.1
343,44.59,-93.41,0.43749999958333063,2.0
344,42.28,126.6,4.688166666666664,2.0
345,45.6,-84.32,,2.0
346,52.55,17.36,2.8455555544444415,2.0
347,54.78,-6.26,-0.7719444443055554,2.0
348,67.81,29.28,-0.8455333333333321,1.4
349,33.7689,-116.66,0.4405,2.0
350,63.12,12.32,0.7962500000000023,1.4
351,41.24,-74.2,0.5439285736250028,2.0
352,70.6328,-135.8803,,1.7
353,46.4962,9.8689,,1.4
354,46.97,-94.68,2.3262500015000036,2.0
355,39.005,-114.32,-0.3095777777777773,1.4
356,42.63,26.77,,2.0
357,54.03,28.1,0.4742857183333342,2.0
358,41.39,-74.2,0.46515873094444515,2.0
359,66.44,14.05,1.8166666666666682,2.0
360,63.35,9.55,1.5547857142857122,2.0
361,76.895,15.676,2.253666666666666,1.4
362,53.67,8.73,0.040714285624996904,1.5
363,52.54,17.6,1.641880954499996,2.0
364,49.63,21.1,-0.4992970530158729,2.0
365,66.3476,-104.9457,-0.7200733333333336,1.4
366,-50.0,6.0,-1.7230370370370376,1.1
367,54.92,-2.71,-0.47199999999999775,1.4
368,49.7,21.62,5.380238094999999,2.0
369,47.5739,24.545,0.3786666666666658,1.4
370,45.3964,22.9017,,1.4
371,62.05,129.48,,1.4
372,26.63,99.72,0.42019999999999946,1.4
373,63.05,9.42,1.5006666666666675,2.0
374,68.33,18.7,2.928250000000002,2.0
375,32.9,-4.65,-0.21499999999999986,2.0
376,62.38,9.67,,1.4
377,68.0,20.0,-0.22717600000000004,2.1
378,69.2,21.47,0.5002777777777805,1.4
379,45.99,-73.3,0.04313333333333347,2.0
380,46.0,-73.22,,2.0
381,60.72,7.0,2.623809523809525,2.0
382,60.8667,3.7333,0.05766666666666431,1.3
383,68.828,-138.75,-0.3200000000000003,1.4
384,68.41,22.05,0.28703333333333525,1.1
385,68.41,22.05,-0.20299444444444426,1.4
386,68.41,22.05,0.7006000000000014,2.0
387,67.12,59.57,1.4962499999999999,2.0
388,56.82,160.105,,1.4
389,51.02,3.94,,2.0
390,61.07,-138.09,1.00277777777778,2.0
391,67.37,62.75,1.756333333333334,2.0
392,38.5,43.0,0.4255510217142877,2.0
393,65.9,-18.3,,1.4
394,50.62,16.2,-0.2050000049999987,2.0
395,59.82,6.0,2.1420000006000013,2.0
396,59.82,6.0,0.7781866666666684,1.4
397,66.25,15.72,,1.4
398,68.33,18.75,-0.8799999999999999,1.4
399,25.7747,-80.5056,,2.0
400,25.7789,-80.5111,,2.0
401,53.44,8.87,-1.1698571420000015,2.0
402,46.82,7.74,-0.3807142799999994,2.0
403,47.03,11.83,-0.3346683674404769,2.0
404,43.33,-95.2,-0.7350634920634924,2.0
405,52.69,0.34,,2.0
406,48.57,8.24,1.8699653342312104,2.0
407,49.8133,-117.8772,0.9045714285714279,1.4
408,-24.4391,28.7507,0.29224999999999923,2.0
409,53.75,20.2,3.250476186666667,2.0
410,24.34,102.79,2.541714285714285,2.0
411,-62.221,-58.96,-1.306666666666667,2.1
412,69.07,36.07,,2.0
413,62.13,22.87,1.8577142855000002,2.0
414,51.8519,19.7811,,1.4
415,49.75,25.45,1.3060714250000007,2.0
416,49.83,14.33,,2.0
417,61.42,8.67,1.9440952380952385,1.4
418,60.7167,-150.8,0.7375000000000007,1.4
419,59.8917,-104.2083,-0.02736111111111228,2.1
420,67.37,18.07,1.0633333333333326,2.0
421,67.37,18.07,0.7673000000000023,1.4
422,67.37,18.07,1.392199999999999,1.1
423,68.33,19.1,0.509666666666666,1.4
424,68.33,19.1,1.5246666666666666,1.1
425,68.33,19.1,1.1316666666666642,2.0
